07/10/2019	09:44:57000	1.300	1.500	1.800	1.900	2.000	2.300	1.800	2.000	2.300	
07/10/2019	09:59:57000	1.400	1.500	1.900	1.900	2.000	2.400	1.800	2.000	2.400	
07/10/2019	10:14:57000	1.400	1.500	2.000	1.900	2.000	2.500	1.800	2.000	2.500	
07/10/2019	10:29:57000	1.400	1.500	2.000	1.900	2.100	2.400	1.800	2.000	2.500	
07/10/2019	10:44:57000	1.400	1.500	1.700	1.900	2.000	2.200	1.800	2.000	2.200	
07/10/2019	10:59:57000	1.400	1.600	2.000	1.900	2.000	2.400	1.800	2.000	2.500	
07/10/2019	11:14:57000	1.400	1.600	1.900	1.900	2.000	2.300	1.900	2.000	2.300	
07/10/2019	11:29:57000	1.400	1.500	2.100	1.900	2.100	2.600	1.800	2.000	2.500	
07/10/2019	11:44:57000	1.400	1.600	2.100	1.900	2.000	2.400	1.800	2.000	2.500	
07/10/2019	11:59:57000	1.500	1.600	2.000	1.900	2.000	2.400	1.900	2.000	2.300	
07/10/2019	12:14:57000	1.600	1.600	1.800	2.000	2.100	2.300	1.900	2.100	2.200	
07/10/2019	12:29:57000	1.600	1.700	2.000	2.000	2.100	2.400	2.000	2.100	2.400	
07/10/2019	12:44:57000	1.500	1.700	2.200	1.900	2.100	2.400	2.000	2.100	2.300	
07/10/2019	12:59:57000	1.500	1.700	1.800	1.900	2.000	2.200	1.900	2.100	2.300	
07/10/2019	13:14:57000	1.500	1.700	1.900	1.900	2.100	2.400	2.000	2.100	2.300	
07/10/2019	13:29:57000	1.500	1.700	1.900	1.900	2.100	2.300	1.900	2.200	2.300	
07/10/2019	13:44:57000	1.600	1.700	1.900	2.000	2.100	2.300	2.000	2.100	2.300	
07/10/2019	13:59:57000	1.600	1.800	2.300	2.000	2.100	2.600	1.900	2.200	2.700	
07/10/2019	14:14:57000	1.600	1.700	2.200	2.000	2.100	2.600	2.000	2.200	2.600	
07/10/2019	14:29:57000	1.500	1.700	2.100	1.900	2.100	2.500	2.000	2.200	2.500	
07/10/2019	14:44:57000	1.200	1.700	6.100	1.400	2.100	5.400	1.700	2.200	5.200	
07/10/2019	14:59:57000	1.400	1.700	2.100	1.800	2.200	2.500	1.800	2.200	2.600	
07/10/2019	15:14:57000	1.600	1.800	1.900	2.000	2.200	2.300	1.900	2.200	2.400	
07/10/2019	15:29:57000	1.600	1.700	2.000	2.000	2.100	2.300	2.000	2.200	2.400	
07/10/2019	15:44:57000	1.400	1.700	2.000	1.900	2.100	2.300	1.800	2.200	2.400	
07/10/2019	15:59:57000	1.400	1.600	2.100	1.800	2.000	2.400	1.800	2.000	2.600	
07/10/2019	16:14:57000	1.400	1.600	2.000	1.800	1.900	2.400	1.800	2.000	2.500	
07/10/2019	16:29:57000	1.400	1.600	1.800	1.800	1.900	2.200	1.700	2.000	2.200	
07/10/2019	16:44:57000	1.300	1.500	1.900	1.600	1.800	2.100	1.800	2.000	2.300	
07/10/2019	16:59:57000	.700	1.400	2.100	1.200	1.800	2.300	1.300	2.000	2.400	
07/10/2019	17:14:57000	1.200	1.400	1.800	1.600	1.800	2.100	1.800	1.900	2.200	
07/10/2019	17:29:57000	1.300	1.400	1.800	1.600	1.800	2.200	1.800	1.900	2.300	
07/10/2019	17:44:57000	1.200	1.400	1.800	1.700	1.900	2.200	1.700	1.900	2.300	
