07/10/2019	17:59:57000	1.200	1.400	1.700	1.700	1.800	2.100	1.700	1.900	2.200	
07/10/2019	18:14:57000	1.100	1.300	1.500	1.600	1.700	1.900	1.700	1.800	1.900	
07/10/2019	18:29:57000	.900	1.100	1.300	1.400	1.500	1.700	1.500	1.600	1.800	
07/10/2019	18:44:57000	.900	1.100	1.200	1.300	1.400	1.600	1.500	1.600	1.800	
07/10/2019	18:59:57000	.800	1.100	1.300	1.100	1.500	1.600	1.400	1.600	1.800	
07/10/2019	19:14:57000	1.000	1.100	1.400	1.400	1.500	1.800	1.500	1.700	2.000	
07/10/2019	19:29:57000	1.000	1.100	1.200	1.300	1.500	1.600	1.500	1.600	1.800	
07/10/2019	19:44:57000	1.000	1.100	1.200	1.300	1.500	1.600	1.600	1.700	1.800	
07/10/2019	19:59:57000	1.100	1.100	1.300	1.400	1.500	1.600	1.600	1.700	1.900	
07/10/2019	20:14:57000	1.000	1.200	1.600	1.400	1.500	1.900	1.600	1.700	2.100	
07/10/2019	20:29:57000	1.100	1.200	1.600	1.400	1.500	2.000	1.600	1.700	2.100	
07/10/2019	20:44:57000	1.200	1.200	1.400	1.500	1.500	1.700	1.600	1.700	1.900	
07/10/2019	20:59:57000	1.100	1.200	1.300	1.400	1.500	1.700	1.600	1.700	1.800	
07/10/2019	21:14:57000	1.100	1.200	1.400	1.400	1.500	1.700	1.500	1.700	1.900	
07/10/2019	21:29:57000	1.100	1.200	1.400	1.400	1.500	1.700	1.600	1.700	1.900	
07/10/2019	21:44:57000	1.100	1.200	1.400	1.400	1.500	1.700	1.600	1.800	1.900	
07/10/2019	21:59:57000	1.100	1.200	1.400	1.400	1.500	1.700	1.600	1.700	1.800	
07/10/2019	22:14:57000	1.100	1.200	1.400	1.400	1.600	1.800	1.600	1.700	2.000	
07/10/2019	22:29:57000	1.100	1.300	1.600	1.500	1.700	2.000	1.600	1.800	2.100	
07/10/2019	22:44:57000	1.200	1.300	1.900	1.500	1.700	2.300	1.700	1.800	2.400	
07/10/2019	22:59:57000	1.100	1.200	1.700	1.500	1.600	2.000	1.600	1.700	2.100	
07/10/2019	23:14:57000	1.100	1.200	1.400	1.500	1.600	1.800	1.600	1.700	1.900	
07/10/2019	23:29:57000	1.100	1.200	1.300	1.500	1.600	1.700	1.600	1.700	1.900	
07/10/2019	23:44:57000	1.100	1.200	1.400	1.400	1.600	1.700	1.600	1.700	1.900	
07/10/2019	23:59:57000	1.100	1.200	1.300	1.400	1.500	1.700	1.600	1.700	1.900	
08/10/2019	00:14:57000	1.100	1.200	1.400	1.400	1.500	1.700	1.600	1.700	1.900	
08/10/2019	00:29:57000	1.100	1.200	1.300	1.400	1.500	1.700	1.600	1.700	1.900	
08/10/2019	00:44:57000	1.100	1.100	1.300	1.400	1.400	1.600	1.500	1.600	1.800	
08/10/2019	00:59:57000	1.000	1.100	1.900	1.300	1.400	2.000	1.500	1.500	1.700	
08/10/2019	01:14:57000	1.000	1.100	1.200	1.300	1.400	1.500	1.500	1.500	1.700	
08/10/2019	01:29:57000	1.000	1.000	1.200	1.300	1.300	1.500	1.500	1.500	1.700	
08/10/2019	01:44:57000	1.000	1.100	1.200	1.300	1.400	1.500	1.500	1.600	1.700	
08/10/2019	01:59:57000	1.000	1.100	1.200	1.300	1.400	1.500	1.500	1.600	1.700	
08/10/2019	02:14:57000	1.000	1.100	1.200	1.300	1.300	1.500	1.500	1.500	1.600	
08/10/2019	02:29:57000	1.100	1.100	1.200	1.300	1.400	1.500	1.500	1.500	1.800	
08/10/2019	02:44:57000	1.000	1.100	1.200	1.300	1.300	1.500	1.500	1.500	1.700	
08/10/2019	02:59:57000	1.000	1.100	1.200	1.200	1.300	1.500	1.400	1.500	1.700	
08/10/2019	03:14:57000	1.000	1.100	1.200	1.300	1.400	1.500	1.400	1.500	1.600	
08/10/2019	03:29:57000	1.000	1.100	1.200	1.300	1.300	1.500	1.400	1.500	1.600	
08/10/2019	03:44:57000	1.000	1.000	1.200	1.200	1.300	1.500	1.400	1.500	1.600	
08/10/2019	03:59:57000	1.000	1.000	1.100	1.200	1.300	1.400	1.400	1.400	1.500	
08/10/2019	04:14:57000	1.000	1.000	1.200	1.200	1.300	1.400	1.400	1.400	1.500	
08/10/2019	04:29:57000	1.000	1.000	1.200	1.200	1.300	1.400	1.400	1.500	1.600	
08/10/2019	04:44:57000	.900	1.000	1.200	1.200	1.300	1.400	1.400	1.500	1.600	
08/10/2019	04:59:57000	.900	1.000	1.100	1.200	1.300	1.400	1.300	1.400	1.500	
08/10/2019	05:14:57000	.900	1.000	1.100	1.200	1.200	1.300	1.400	1.400	1.600	
08/10/2019	05:29:57000	.900	1.000	1.100	1.200	1.200	1.300	1.300	1.400	1.500	
08/10/2019	05:44:57000	.800	.900	1.100	1.100	1.200	1.300	1.300	1.400	1.500	
08/10/2019	05:59:57000	.900	1.000	1.100	1.200	1.300	1.500	1.400	1.400	1.600	
08/10/2019	06:14:57000	.900	1.000	1.200	1.300	1.400	1.500	1.500	1.600	1.800	
08/10/2019	06:29:57000	.900	1.100	1.600	1.100	1.400	1.900	1.100	1.600	2.000	
08/10/2019	06:44:57000	1.000	1.100	1.700	1.300	1.400	1.900	1.500	1.600	2.100	
08/10/2019	06:59:57000	1.100	1.200	1.800	1.300	1.500	1.900	1.600	1.700	2.200	
08/10/2019	07:14:57000	1.100	1.200	1.300	1.400	1.500	1.700	1.600	1.700	1.900	
08/10/2019	07:29:57000	1.100	1.300	1.700	1.500	1.600	2.100	1.600	1.700	2.200	
08/10/2019	07:44:57000	1.100	1.300	1.700	1.500	1.700	2.100	1.600	1.700	2.100	
08/10/2019	07:59:57000	1.200	1.300	1.800	1.600	1.700	2.200	1.500	1.800	2.200	
08/10/2019	08:14:57000	1.200	1.300	1.800	1.600	1.700	2.200	1.600	1.800	2.200	
08/10/2019	08:29:57000	1.200	1.300	1.600	1.600	1.700	2.000	1.700	1.800	2.000	
08/10/2019	08:44:57000	1.200	1.300	1.600	1.600	1.700	2.000	1.500	1.800	2.100	
08/10/2019	08:59:57000	1.200	1.300	1.700	1.600	1.800	2.100	1.700	1.900	2.200	
08/10/2019	09:14:57000	1.200	1.300	1.800	1.600	1.800	2.300	1.700	1.900	2.300	
08/10/2019	09:29:57000	1.200	1.300	1.800	1.700	1.800	2.200	1.700	1.900	2.300	
08/10/2019	09:44:57000	1.100	1.400	1.700	1.500	1.900	2.200	1.600	1.900	2.200	
