09/10/2019;	18:34:29000;	1.600;	1.900;	2.100;	1.800;	2.100;	2.400;	1.500;	1.700;	2.000;	
09/10/2019;	18:49:29000;	1.600;	1.600;	2.100;	1.800;	1.900;	2.300;	1.500;	1.600;	2.000;	
09/10/2019;	19:04:29000;	1.500;	1.800;	2.200;	1.700;	2.000;	2.400;	1.500;	1.700;	2.000;	
09/10/2019;	19:19:29000;	1.200;	1.600;	1.800;	1.400;	1.900;	2.000;	1.100;	1.600;	1.700;	
09/10/2019;	19:34:29000;	1.600;	1.800;	2.100;	1.800;	2.000;	2.400;	1.500;	1.700;	2.000;	
09/10/2019;	19:49:29000;	1.600;	1.900;	2.100;	1.900;	2.100;	2.400;	1.600;	1.800;	2.000;	
09/10/2019;	20:04:29000;	1.600;	1.700;	2.400;	1.900;	2.000;	2.700;	1.500;	1.700;	2.200;	
09/10/2019;	20:19:29000;	1.700;	2.000;	2.300;	1.900;	2.200;	2.500;	1.600;	1.900;	2.200;	
09/10/2019;	20:34:29000;	1.700;	1.900;	2.500;	1.900;	2.100;	2.800;	1.600;	1.800;	2.400;	
09/10/2019;	20:49:29000;	1.700;	1.900;	2.200;	1.900;	2.100;	2.500;	1.600;	1.800;	2.100;	
09/10/2019;	21:04:29000;	1.800;	2.100;	2.300;	2.000;	2.300;	2.500;	1.700;	2.000;	2.200;	
09/10/2019;	21:19:29000;	1.700;	1.900;	2.400;	1.900;	2.200;	2.700;	1.600;	1.800;	2.300;	
09/10/2019;	21:34:29000;	1.700;	2.000;	2.400;	2.000;	2.200;	2.700;	1.600;	1.900;	2.300;	
09/10/2019;	21:49:29000;	1.700;	1.900;	2.200;	2.000;	2.200;	2.400;	1.600;	1.800;	2.100;	
09/10/2019;	22:04:29000;	1.700;	1.800;	2.200;	1.900;	2.100;	2.500;	1.600;	1.800;	2.200;	
09/10/2019;	22:19:29000;	1.800;	2.000;	2.300;	2.000;	2.300;	2.500;	1.700;	1.900;	2.200;	
09/10/2019;	22:34:29000;	1.700;	1.800;	2.200;	1.900;	2.100;	2.600;	1.600;	1.800;	2.200;	
09/10/2019;	22:49:29000;	1.700;	2.000;	2.300;	2.000;	2.300;	2.700;	1.600;	2.000;	2.200;	
09/10/2019;	23:04:29000;	1.700;	2.000;	2.200;	1.900;	2.200;	2.500;	1.700;	1.900;	2.100;	
09/10/2019;	23:19:29000;	1.700;	1.900;	2.100;	1.900;	2.100;	2.400;	1.600;	1.800;	2.100;	
09/10/2019;	23:34:29000;	1.400;	1.500;	1.900;	1.500;	1.700;	2.100;	1.300;	1.500;	1.900;	
09/10/2019;	23:49:29000;	1.300;	1.400;	1.500;	1.500;	1.600;	1.700;	1.200;	1.300;	1.400;	
10/10/2019;	00:04:29000;	1.300;	1.400;	1.500;	1.500;	1.600;	1.700;	1.200;	1.200;	1.400;	
10/10/2019;	00:19:29000;	1.300;	1.300;	1.500;	1.400;	1.500;	1.700;	1.100;	1.200;	1.400;	
10/10/2019;	00:34:29000;	1.300;	1.300;	1.400;	1.500;	1.500;	1.600;	1.200;	1.200;	1.300;	
10/10/2019;	00:49:29000;	1.200;	1.200;	1.400;	1.400;	1.400;	1.600;	1.100;	1.200;	1.300;	
10/10/2019;	01:04:29000;	1.100;	1.200;	1.300;	1.300;	1.400;	1.500;	1.100;	1.100;	1.300;	
10/10/2019;	01:19:29000;	1.200;	1.200;	1.300;	1.300;	1.400;	1.500;	1.100;	1.100;	1.300;	
10/10/2019;	01:34:29000;	1.100;	1.200;	1.300;	1.300;	1.400;	1.500;	1.000;	1.100;	1.300;	
10/10/2019;	01:49:29000;	1.100;	1.200;	1.400;	1.300;	1.400;	1.600;	1.100;	1.200;	1.300;	
10/10/2019;	02:04:29000;	1.200;	1.300;	1.400;	1.400;	1.500;	1.600;	1.100;	1.200;	1.300;	
10/10/2019;	02:19:29000;	1.200;	1.300;	1.400;	1.400;	1.500;	1.600;	1.100;	1.200;	1.300;	
10/10/2019;	02:34:29000;	1.200;	1.200;	1.400;	1.400;	1.400;	1.600;	1.100;	1.200;	1.300;	
10/10/2019;	02:49:29000;	1.200;	1.200;	1.400;	1.400;	1.400;	1.600;	1.100;	1.200;	1.300;	
10/10/2019;	03:04:29000;	1.200;	1.200;	1.300;	1.400;	1.400;	1.500;	1.100;	1.100;	1.300;	
10/10/2019;	03:19:29000;	1.100;	1.200;	1.300;	1.300;	1.400;	1.500;	1.100;	1.100;	1.200;	
10/10/2019;	03:34:29000;	1.200;	1.200;	1.300;	1.400;	1.400;	1.500;	1.100;	1.100;	1.200;	
10/10/2019;	03:49:29000;	1.100;	1.200;	1.300;	1.300;	1.400;	1.500;	1.100;	1.100;	1.200;	
10/10/2019;	04:04:29000;	1.100;	1.200;	1.300;	1.300;	1.400;	1.500;	1.000;	1.100;	1.200;	
10/10/2019;	04:19:29000;	1.100;	1.200;	1.300;	1.300;	1.400;	1.500;	1.000;	1.100;	1.200;	
10/10/2019;	04:34:29000;	1.100;	1.100;	1.300;	1.300;	1.300;	1.500;	1.000;	1.100;	1.200;	
10/10/2019;	04:49:29000;	1.100;	1.100;	1.200;	1.200;	1.300;	1.400;	1.000;	1.000;	1.100;	
10/10/2019;	05:04:29000;	1.100;	1.100;	1.200;	1.200;	1.300;	1.400;	1.000;	1.000;	1.100;	
10/10/2019;	05:19:29000;	1.000;	1.100;	1.200;	1.200;	1.300;	1.400;	.900;	1.000;	1.100;	
10/10/2019;	05:34:29000;	1.000;	1.000;	1.100;	1.100;	1.200;	1.300;	.900;	.900;	1.100;	
10/10/2019;	05:49:29000;	1.000;	1.000;	1.200;	1.200;	1.200;	1.400;	.900;	.900;	1.100;	
10/10/2019;	06:04:29000;	1.100;	1.100;	1.200;	1.300;	1.300;	1.500;	1.000;	1.000;	1.200;	
10/10/2019;	06:19:29000;	1.100;	1.100;	1.300;	1.300;	1.400;	1.600;	1.000;	1.100;	1.200;	
10/10/2019;	06:34:29000;	1.100;	1.200;	1.400;	1.400;	1.400;	1.600;	1.100;	1.100;	1.300;	
10/10/2019;	06:49:29000;	1.200;	1.500;	1.700;	1.400;	1.700;	2.000;	1.100;	1.400;	1.600;	
10/10/2019;	07:04:29000;	1.500;	1.600;	1.700;	1.800;	1.900;	2.000;	1.500;	1.500;	1.700;	
10/10/2019;	07:19:29000;	1.600;	1.700;	1.900;	1.900;	2.000;	2.200;	1.500;	1.600;	1.800;	
10/10/2019;	07:34:29000;	1.500;	1.700;	1.900;	1.700;	2.000;	2.200;	1.400;	1.600;	1.800;	
10/10/2019;	07:49:29000;	1.200;	1.500;	1.800;	1.400;	1.700;	2.000;	1.000;	1.400;	1.700;	
10/10/2019;	08:04:29000;	1.200;	1.700;	1.900;	1.500;	1.900;	2.200;	1.200;	1.600;	1.800;	
10/10/2019;	08:19:29000;	1.700;	1.800;	2.000;	2.000;	2.100;	2.200;	1.700;	1.800;	1.900;	
10/10/2019;	08:34:29000;	1.800;	1.900;	2.100;	2.000;	2.100;	2.300;	1.600;	1.800;	2.100;	
10/10/2019;	08:49:29000;	1.400;	1.800;	2.000;	1.700;	2.200;	2.400;	1.300;	1.700;	2.000;	
10/10/2019;	09:04:29000;	1.300;	1.900;	2.100;	1.600;	2.300;	2.500;	1.300;	1.900;	2.100;	
10/10/2019;	09:19:29000;	1.900;	2.200;	2.600;	2.200;	2.500;	2.800;	1.800;	2.100;	2.400;	
