08/10/2019;	10:35:27000;	1.300;	1.500;	1.600;	1.800;	1.900;	2.100;	1.800;	2.000;	2.200;	
08/10/2019;	10:50:27000;	1.300;	1.400;	1.600;	1.700;	1.900;	2.100;	1.800;	2.000;	2.100;	
08/10/2019;	11:05:27000;	1.300;	1.500;	1.900;	1.800;	2.000;	2.400;	1.800;	2.000;	2.500;	
08/10/2019;	11:20:27000;	1.300;	1.500;	2.000;	1.800;	2.000;	2.500;	1.900;	2.100;	2.600;	
08/10/2019;	11:35:27000;	1.400;	1.500;	2.100;	1.800;	2.000;	2.400;	1.900;	2.000;	2.600;	
08/10/2019;	11:50:27000;	1.400;	1.500;	1.700;	1.800;	1.900;	2.100;	1.800;	2.000;	2.200;	
08/10/2019;	12:05:27000;	1.300;	1.500;	2.100;	1.700;	1.900;	2.500;	1.800;	2.000;	2.700;	
08/10/2019;	12:20:27000;	1.300;	1.500;	1.600;	1.800;	1.900;	2.100;	1.900;	2.000;	2.200;	
08/10/2019;	12:35:27000;	1.300;	1.400;	1.600;	1.700;	1.800;	2.100;	1.800;	2.000;	2.200;	
08/10/2019;	12:50:27000;	1.300;	1.400;	1.900;	1.700;	1.800;	2.200;	1.700;	1.900;	2.300;	
08/10/2019;	13:05:27000;	1.300;	1.400;	1.900;	1.700;	1.900;	2.200;	1.800;	2.000;	2.400;	
08/10/2019;	13:20:27000;	1.400;	1.500;	1.800;	1.800;	1.900;	2.200;	1.800;	2.000;	2.300;	
08/10/2019;	13:35:27000;	1.400;	1.600;	2.000;	1.800;	2.000;	2.400;	1.700;	2.000;	2.400;	
08/10/2019;	13:50:27000;	1.300;	1.500;	1.900;	1.800;	1.900;	2.200;	1.700;	1.900;	2.200;	
08/10/2019;	14:05:27000;	1.300;	1.500;	2.000;	1.700;	1.900;	2.400;	1.700;	2.000;	2.500;	
08/10/2019;	14:20:27000;	1.400;	1.500;	2.100;	1.800;	1.900;	2.500;	1.700;	2.000;	2.600;	
08/10/2019;	14:35:27000;	1.400;	1.500;	2.000;	1.800;	2.000;	2.400;	1.800;	2.000;	2.500;	
