08/10/2019;	14:50:27000;	1.400;	1.500;	1.700;	1.900;	2.000;	2.200;	1.800;	2.000;	2.200;	
08/10/2019;	15:05:27000;	1.400;	1.500;	1.700;	1.800;	2.000;	2.200;	1.800;	2.000;	2.200;	
08/10/2019;	15:20:27000;	1.300;	1.500;	1.700;	1.800;	2.000;	2.200;	1.900;	2.000;	2.200;	
08/10/2019;	15:35:27000;	1.300;	1.500;	1.700;	1.800;	1.900;	2.100;	1.700;	2.000;	2.200;	
08/10/2019;	15:50:27000;	1.300;	1.500;	1.600;	1.800;	2.000;	2.100;	1.800;	2.000;	2.100;	
08/10/2019;	16:05:27000;	1.300;	1.500;	1.700;	1.700;	1.900;	2.000;	1.800;	1.900;	2.100;	
08/10/2019;	16:20:27000;	1.400;	1.500;	2.000;	1.800;	1.900;	2.300;	1.800;	2.000;	2.400;	
08/10/2019;	16:35:27000;	1.300;	1.500;	1.700;	1.700;	1.800;	2.000;	1.800;	1.900;	2.100;	
08/10/2019;	16:50:27000;	1.400;	1.500;	1.700;	1.700;	1.900;	2.000;	1.700;	1.900;	2.200;	
08/10/2019;	17:05:27000;	1.000;	1.500;	2.000;	1.200;	1.900;	2.300;	1.300;	1.900;	2.400;	
08/10/2019;	17:20:27000;	1.300;	1.400;	2.100;	1.700;	1.800;	2.400;	1.700;	1.900;	2.500;	
08/10/2019;	17:35:27000;	1.300;	1.400;	2.000;	1.600;	1.800;	2.300;	1.700;	1.900;	2.500;	
08/10/2019;	17:50:27000;	1.300;	1.400;	2.000;	1.600;	1.800;	2.300;	1.800;	1.900;	2.500;	
08/10/2019;	18:05:27000;	1.200;	1.300;	1.500;	1.500;	1.600;	1.800;	1.700;	1.800;	2.000;	
08/10/2019;	18:20:27000;	1.100;	1.200;	1.400;	1.400;	1.500;	1.700;	1.600;	1.700;	1.900;	
08/10/2019;	18:35:27000;	1.000;	1.100;	1.200;	1.300;	1.400;	1.500;	1.500;	1.600;	1.800;	
08/10/2019;	18:50:27000;	.900;	1.000;	1.200;	1.300;	1.400;	1.500;	1.500;	1.600;	1.700;	
08/10/2019;	19:05:27000;	1.000;	1.100;	1.200;	1.300;	1.400;	1.500;	1.500;	1.600;	1.700;	
08/10/2019;	19:20:27000;	.800;	1.100;	1.200;	1.100;	1.300;	1.500;	1.300;	1.600;	1.700;	
08/10/2019;	19:35:27000;	1.000;	1.100;	1.200;	1.300;	1.400;	1.500;	1.500;	1.600;	1.700;	
08/10/2019;	19:50:27000;	.900;	1.100;	1.200;	1.300;	1.400;	1.500;	1.500;	1.600;	1.800;	
08/10/2019;	20:05:27000;	1.000;	1.100;	1.300;	1.200;	1.400;	1.500;	1.500;	1.700;	1.800;	
08/10/2019;	20:20:27000;	1.000;	1.100;	1.600;	1.300;	1.400;	1.900;	1.600;	1.700;	2.100;	
08/10/2019;	20:35:27000;	.800;	1.200;	1.300;	1.100;	1.500;	1.600;	1.300;	1.600;	1.800;	
08/10/2019;	20:50:27000;	1.100;	1.200;	1.400;	1.400;	1.500;	1.600;	1.500;	1.600;	1.800;	
08/10/2019;	21:05:27000;	1.100;	1.200;	1.700;	1.400;	1.500;	1.900;	1.600;	1.600;	2.100;	
08/10/2019;	21:20:27000;	1.100;	1.200;	1.400;	1.400;	1.500;	1.700;	1.600;	1.700;	1.800;	
08/10/2019;	21:35:27000;	1.100;	1.300;	1.400;	1.400;	1.500;	1.700;	1.700;	1.800;	2.000;	
08/10/2019;	21:50:27000;	1.100;	1.300;	1.400;	1.500;	1.500;	1.700;	1.600;	1.700;	1.900;	
08/10/2019;	22:05:27000;	1.100;	1.300;	1.400;	1.500;	1.600;	1.800;	1.600;	1.700;	1.900;	
08/10/2019;	22:20:27000;	1.200;	1.300;	1.400;	1.500;	1.600;	1.800;	1.700;	1.800;	1.900;	
08/10/2019;	22:35:27000;	1.200;	1.300;	1.400;	1.500;	1.600;	1.800;	1.700;	1.800;	2.000;	
08/10/2019;	22:50:27000;	1.100;	1.200;	1.400;	1.400;	1.500;	1.700;	1.600;	1.800;	1.900;	
08/10/2019;	23:05:27000;	1.100;	1.200;	1.400;	1.500;	1.600;	1.700;	1.700;	1.800;	1.900;	
08/10/2019;	23:20:27000;	1.200;	1.300;	1.500;	1.500;	1.600;	1.800;	1.700;	1.800;	2.000;	
08/10/2019;	23:35:27000;	1.100;	1.200;	1.400;	1.500;	1.500;	1.700;	1.600;	1.700;	1.900;	
08/10/2019;	23:50:27000;	1.000;	1.200;	1.300;	1.300;	1.500;	1.700;	1.600;	1.700;	1.900;	
09/10/2019;	00:05:27000;	1.200;	1.200;	1.400;	1.500;	1.600;	1.700;	1.700;	1.800;	1.900;	
09/10/2019;	00:20:27000;	1.100;	1.200;	1.300;	1.400;	1.500;	1.600;	1.600;	1.700;	1.900;	
09/10/2019;	00:35:27000;	1.100;	1.100;	1.300;	1.400;	1.500;	1.600;	1.700;	1.700;	1.800;	
09/10/2019;	00:50:27000;	1.100;	1.100;	1.200;	1.400;	1.400;	1.600;	1.500;	1.600;	1.800;	
09/10/2019;	01:05:27000;	1.000;	1.100;	1.200;	1.300;	1.400;	1.500;	1.500;	1.600;	1.700;	
09/10/2019;	01:20:27000;	1.000;	1.100;	1.200;	1.300;	1.400;	1.500;	1.500;	1.600;	1.700;	
09/10/2019;	01:35:27000;	1.000;	1.100;	1.300;	1.300;	1.400;	1.600;	1.600;	1.600;	1.800;	
09/10/2019;	01:50:27000;	1.100;	1.100;	1.200;	1.400;	1.400;	1.500;	1.600;	1.600;	1.700;	
09/10/2019;	02:05:27000;	1.100;	1.100;	1.200;	1.400;	1.400;	1.600;	1.600;	1.600;	1.700;	
09/10/2019;	02:20:27000;	1.000;	1.100;	1.200;	1.300;	1.400;	1.500;	1.500;	1.600;	1.700;	
09/10/2019;	02:35:27000;	1.000;	1.100;	1.200;	1.300;	1.400;	1.600;	1.500;	1.600;	1.700;	
09/10/2019;	02:50:27000;	1.100;	1.100;	1.200;	1.300;	1.400;	1.500;	1.500;	1.600;	1.700;	
09/10/2019;	03:05:27000;	1.000;	1.100;	1.200;	1.300;	1.400;	1.500;	1.500;	1.500;	1.600;	
09/10/2019;	03:20:27000;	1.000;	1.000;	1.200;	1.300;	1.300;	1.500;	1.400;	1.500;	1.600;	
09/10/2019;	03:35:27000;	.900;	1.000;	1.100;	1.200;	1.300;	1.500;	1.400;	1.400;	1.600;	
09/10/2019;	03:50:27000;	1.000;	1.000;	1.100;	1.300;	1.300;	1.500;	1.400;	1.500;	1.600;	
09/10/2019;	04:05:27000;	.900;	1.000;	1.100;	1.200;	1.300;	1.400;	1.400;	1.400;	1.600;	
09/10/2019;	04:20:27000;	1.000;	1.000;	1.100;	1.200;	1.300;	1.400;	1.400;	1.400;	1.600;	
09/10/2019;	04:35:27000;	1.000;	1.000;	1.100;	1.200;	1.300;	1.400;	1.400;	1.400;	1.600;	
09/10/2019;	04:50:27000;	.900;	.900;	1.100;	1.200;	1.200;	1.400;	1.300;	1.400;	1.500;	
09/10/2019;	05:05:27000;	.900;	.900;	1.100;	1.200;	1.300;	1.400;	1.300;	1.400;	1.500;	
09/10/2019;	05:20:27000;	.900;	.900;	1.100;	1.200;	1.200;	1.400;	1.400;	1.400;	1.600;	
09/10/2019;	05:35:27000;	.900;	.900;	1.100;	1.100;	1.200;	1.400;	1.300;	1.400;	1.500;	
09/10/2019;	05:50:27000;	.900;	.900;	1.100;	1.100;	1.200;	1.400;	1.300;	1.400;	1.600;	
09/10/2019;	06:05:27000;	.900;	1.000;	1.200;	1.200;	1.300;	1.500;	1.400;	1.500;	1.700;	
09/10/2019;	06:20:27000;	1.000;	1.100;	1.500;	1.300;	1.400;	1.700;	1.500;	1.600;	1.900;	
09/10/2019;	06:35:27000;	.000;	3.900;	99.900;	.300;	4.000;	99.900;	.200;	4.000;	99.900;	
09/10/2019;	06:50:27000;	1.900;	2.100;	2.500;	1.900;	2.100;	2.500;	1.800;	1.900;	2.300;	
09/10/2019;	07:05:27000;	2.000;	2.100;	2.800;	2.100;	2.200;	2.600;	1.900;	2.000;	2.400;	
09/10/2019;	07:20:27000;	2.200;	2.300;	2.700;	2.200;	2.300;	2.700;	1.900;	2.000;	2.500;	
09/10/2019;	07:35:27000;	2.100;	2.300;	2.700;	2.300;	2.500;	2.900;	2.000;	2.100;	2.500;	
09/10/2019;	07:50:27000;	2.200;	2.300;	2.800;	2.300;	2.400;	2.800;	2.100;	2.200;	2.700;	
09/10/2019;	08:05:27000;	2.200;	2.400;	3.000;	2.300;	2.400;	2.800;	2.100;	2.300;	2.800;	
09/10/2019;	08:20:27000;	2.200;	2.400;	2.900;	2.300;	2.500;	2.900;	2.100;	2.300;	2.800;	
09/10/2019;	08:35:27000;	.900;	2.100;	3.100;	1.300;	2.400;	3.200;	1.300;	2.200;	2.900;	
09/10/2019;	08:50:27000;	1.300;	1.400;	1.900;	1.700;	1.900;	2.200;	1.700;	1.900;	2.400;	
09/10/2019;	09:05:27000;	1.300;	1.400;	1.600;	1.800;	1.900;	2.000;	1.800;	1.900;	2.100;	
09/10/2019;	09:20:27000;	1.300;	1.500;	1.800;	1.800;	1.900;	2.200;	1.800;	2.000;	2.200;	
09/10/2019;	09:35:27000;	1.300;	1.500;	1.700;	1.800;	2.000;	2.200;	1.800;	2.000;	2.200;	
