Relatório de Memória de Massa;;;;;;
Descrição: UNIVERSIDADE FEDERAL TRIANG MINEIRO UFTM;;;;;;
Ponto de Medição: 3011467333;;Data de Emissão: 31/10/2018 - 14:23;;;;
Medidor: 22101013;;Data da Leitura: 31/10/2018 - 13:45;;;;
Data Inicial: 01/09/2018 - 00:00;;Data Final: 31/10/2018 - 23:00;;;;
Id;Data do registro;kW;kVARInd;kVARCap;Fator de Potência: ;Posto horário: 
5031;23/10/2018 - 09:30;826,14;215,88;0;0,96751272;Fora Ponta
5030;23/10/2018 - 09:15;806,82;203,28;0;0,96969546;Fora Ponta
5029;23/10/2018 - 09:00;798,42;202,02;0;0,96944861;Fora Ponta
5028;23/10/2018 - 08:45;779,1;192,78;0;0,97072454;Fora Ponta
5027;23/10/2018 - 08:30;786,24;199,08;0;0,96940701;Fora Ponta
5026;23/10/2018 - 08:15;803,04;200,34;0;0,97026178;Fora Ponta
5025;23/10/2018 - 08:00;733,32;186,9;0;0,96902234;Fora Ponta
5024;23/10/2018 - 07:45;689,22;183,54;0;0,96632284;Fora Ponta
5023;23/10/2018 - 07:30;670,32;181,44;0;0,96526451;Fora Ponta
5022;23/10/2018 - 07:15;648,06;171,36;0;0,96677357;Fora Ponta
5021;23/10/2018 - 07:00;613,2;160,86;0;0,96727162;Fora Ponta
5020;23/10/2018 - 06:45;488,04;136,92;0;0,9628262;Fora Ponta
5019;23/10/2018 - 06:30;441,84;129,78;0;0,95946709;Fora Ponta
5018;23/10/2018 - 06:15;411,6;128,52;0;0,95454927;Fora Ponta
5017;23/10/2018 - 06:00;385,56;124,74;0;0,95144451;Fora Ponta
5016;23/10/2018 - 05:45;362,88;122,22;0;0,94769149;Fora Ponta
5015;23/10/2018 - 05:30;356,58;124,74;0;0,94391034;Fora Ponta
5014;23/10/2018 - 05:15;357;118,44;0;0,949129;Fora Ponta
5013;23/10/2018 - 05:00;366,66;122,64;0;0,94835689;Fora Ponta
5012;23/10/2018 - 04:45;364,56;117,6;0;0,95170861;Fora Ponta
5011;23/10/2018 - 04:30;366,24;123,06;0;0,9479196;Fora Ponta
5010;23/10/2018 - 04:15;360,36;124,32;0;0,94532613;Fora Ponta
5009;23/10/2018 - 04:00;356,16;122,64;0;0,94551508;Fora Ponta
5008;23/10/2018 - 03:45;357,84;122,22;0;0,94632499;Fora Ponta
5007;23/10/2018 - 03:30;358,68;124,74;0;0,94451171;Fora Ponta
5006;23/10/2018 - 03:15;365,82;127,26;0;0,94448216;Fora Ponta
5005;23/10/2018 - 03:00;362,46;127,26;0;0,94353404;Fora Ponta
5004;23/10/2018 - 02:45;375,9;124,74;0;0,94910662;Fora Ponta
5003;23/10/2018 - 02:30;368,76;120,54;0;0,95050762;Fora Ponta
5002;23/10/2018 - 02:15;380,1;123,48;0;0,95107267;Fora Ponta
5001;23/10/2018 - 02:00;388,5;127,26;0;0,95031426;Fora Ponta
5000;23/10/2018 - 01:45;398,58;133,14;0;0,94848321;Fora Ponta
4999;23/10/2018 - 01:30;404,88;134,4;0;0,94907637;Fora Ponta
4998;23/10/2018 - 01:15;404,88;131,88;0;0,9508309;Fora Ponta
4997;23/10/2018 - 01:00;414,54;137,76;0;0,94897134;Fora Ponta
4996;23/10/2018 - 00:45;418,32;140,7;0;0,94782335;Fora Ponta
4995;23/10/2018 - 00:30;441,42;148,26;0;0,94795926;Fora Ponta
4994;23/10/2018 - 00:15;442,26;144,06;0;0,95082815;Fora Ponta
4993;23/10/2018 - 00:00;433,86;141,12;0;0,95095962;Fora Ponta
4992;22/10/2018 - 23:45;436,38;142,38;0;0,95067706;Fora Ponta
4991;22/10/2018 - 23:30;441;146,58;0;0,94895407;Fora Ponta
4990;22/10/2018 - 23:15;444,36;143,64;0;0,95152195;Fora Ponta
4989;22/10/2018 - 23:00;463,26;152,04;0;0,95013752;Fora Ponta
4988;22/10/2018 - 22:45;467,88;151,2;0;0,95154747;Fora Ponta
4987;22/10/2018 - 22:30;482,16;154,56;0;0,95226992;Fora Ponta
4986;22/10/2018 - 22:15;480,06;152,46;0;0,9530899;Fora Ponta
4985;22/10/2018 - 22:00;491,82;155,4;0;0,95353342;Fora Ponta
4984;22/10/2018 - 21:45;493,92;158,76;0;0,95202856;Fora Ponta
4983;22/10/2018 - 21:30;478,8;146,58;0;0,95619516;Fora Ponta
4982;22/10/2018 - 21:15;475,86;140,28;0;0,95919006;Fora Ponta
4981;22/10/2018 - 21:00;514,5;144,48;0;0,96275968;Fora Ponta
4980;22/10/2018 - 20:45;527,1;148,68;0;0,96244453;Fora Ponta
4979;22/10/2018 - 20:30;508,2;150,36;0;0,95890996;Fora Ponta
4978;22/10/2018 - 20:15;530,46;155,4;0;0,95966743;Fora Ponta
4977;22/10/2018 - 20:00;543,9;168,84;0;0,95504253;Ponta
4976;22/10/2018 - 19:45;552,72;174,3;0;0,95370306;Ponta
4975;22/10/2018 - 19:30;549,78;169,68;0;0,95552612;Ponta
4974;22/10/2018 - 19:15;540,54;161,28;0;0,95825555;Ponta
4973;22/10/2018 - 19:00;560,28;164,64;0;0,95943418;Ponta
4972;22/10/2018 - 18:45;572,46;165,48;0;0,96066823;Ponta
4971;22/10/2018 - 18:30;593,04;165,48;0;0,96320451;Ponta
4970;22/10/2018 - 18:15;615,72;174,3;0;0,96218981;Ponta
4969;22/10/2018 - 18:00;615,3;177,24;0;0,96092765;Ponta
4968;22/10/2018 - 17:45;632,1;181,86;0;0,96101629;Ponta
4967;22/10/2018 - 17:30;663,6;191,1;0;0,96094808;Ponta
4966;22/10/2018 - 17:15;683,76;191,1;0;0,96309293;Ponta
4965;22/10/2018 - 17:00;729,12;191,94;0;0,96705288;Fora Ponta
4964;22/10/2018 - 16:45;746,34;194,04;0;0,96782515;Fora Ponta
4963;22/10/2018 - 16:30;759,36;200,34;0;0,96691501;Fora Ponta
4962;22/10/2018 - 16:15;784,14;208,32;0;0,96647509;Fora Ponta
4961;22/10/2018 - 16:00;807,24;210,42;0;0,96766537;Fora Ponta
4960;22/10/2018 - 15:45;834,54;215,46;0;0,96825069;Fora Ponta
4959;22/10/2018 - 15:30;852,18;218,4;0;0,96869331;Fora Ponta
4958;22/10/2018 - 15:15;863,1;223,86;0;0,96797146;Fora Ponta
4957;22/10/2018 - 15:00;868,14;225,54;0;0,96787038;Fora Ponta
4956;22/10/2018 - 14:45;888,72;223,02;0;0,9699264;Fora Ponta
4955;22/10/2018 - 14:30;891,66;224,28;0;0,96979217;Fora Ponta
4954;22/10/2018 - 14:15;875,28;214,62;0;0,97122915;Fora Ponta
4953;22/10/2018 - 14:00;848,4;210,84;0;0,97048068;Fora Ponta
4952;22/10/2018 - 13:45;827,82;202,86;0;0,97126244;Fora Ponta
4951;22/10/2018 - 13:30;851,76;208,74;0;0,9712589;Fora Ponta
4950;22/10/2018 - 13:15;819;204,12;0;0,97031786;Fora Ponta
4949;22/10/2018 - 13:00;803,04;205,8;0;0,96869511;Fora Ponta
4948;22/10/2018 - 12:45;792,12;210,42;0;0,96648115;Fora Ponta
4947;22/10/2018 - 12:30;792,54;200,34;0;0,9695045;Fora Ponta
4946;22/10/2018 - 12:15;782,04;189,84;0;0,97177763;Fora Ponta
4945;22/10/2018 - 12:00;772,38;192,36;0;0,97035938;Fora Ponta
4944;22/10/2018 - 11:45;771,12;196,98;0;0,96888809;Fora Ponta
4943;22/10/2018 - 11:30;791,28;204,96;0;0,96805235;Fora Ponta
4942;22/10/2018 - 11:15;783,72;205,38;0;0,96733591;Fora Ponta
4941;22/10/2018 - 11:00;796,32;205,8;0;0,96818958;Fora Ponta
4940;22/10/2018 - 10:45;813,12;210,84;0;0,9679879;Fora Ponta
4939;22/10/2018 - 10:30;811,44;210,42;0;0,96798337;Fora Ponta
4938;22/10/2018 - 10:15;806,4;212,94;0;0,96685893;Fora Ponta
4937;22/10/2018 - 10:00;803,46;213,78;0;0,96637732;Fora Ponta
4936;22/10/2018 - 09:45;782,04;204,12;0;0,96758415;Fora Ponta
4935;22/10/2018 - 09:30;766,08;201,18;0;0,96720491;Fora Ponta
4934;22/10/2018 - 09:15;773,22;206,64;0;0,96609544;Fora Ponta
4933;22/10/2018 - 09:00;776,58;205,38;0;0,96676226;Fora Ponta
4932;22/10/2018 - 08:45;743,4;195,72;0;0,96704622;Fora Ponta
4931;22/10/2018 - 08:30;721,98;185,22;0;0,96863257;Fora Ponta
4930;22/10/2018 - 08:15;706,44;183,12;0;0,96800725;Fora Ponta
4929;22/10/2018 - 08:00;734,58;188,16;0;0,96872533;Fora Ponta
4928;22/10/2018 - 07:45;704,34;186,06;0;0,96683513;Fora Ponta
4927;22/10/2018 - 07:30;686,7;181,02;0;0,96696719;Fora Ponta
4926;22/10/2018 - 07:15;623,7;173,04;0;0,96360153;Fora Ponta
4925;22/10/2018 - 07:00;545,58;153,3;0;0,96271731;Fora Ponta
4924;22/10/2018 - 06:45;469,56;137,34;0;0,95978819;Fora Ponta
4923;22/10/2018 - 06:30;427,56;132,72;0;0,95504581;Fora Ponta
4922;22/10/2018 - 06:15;395,22;129,36;0;0,95038627;Fora Ponta
4921;22/10/2018 - 06:00;397,74;138,18;0;0,94461784;Fora Ponta
4920;22/10/2018 - 05:45;374,64;132,72;0;0,9425995;Fora Ponta
4919;22/10/2018 - 05:30;360,78;134,82;0;0,93673189;Fora Ponta
4918;22/10/2018 - 05:15;353,64;126,84;0;0,94128578;Fora Ponta
4917;22/10/2018 - 05:00;358,26;129,36;0;0,94056368;Fora Ponta
4916;22/10/2018 - 04:45;349,02;123,48;0;0,94273873;Fora Ponta
4915;22/10/2018 - 04:30;361,62;133,56;0;0,93806379;Fora Ponta
4914;22/10/2018 - 04:15;355,74;128,52;0;0,94050462;Fora Ponta
4913;22/10/2018 - 04:00;362,46;131,04;0;0,94042812;Fora Ponta
4912;22/10/2018 - 03:45;364,56;132,72;0;0,93966692;Fora Ponta
4911;22/10/2018 - 03:30;367,5;131,04;0;0,94191227;Fora Ponta
4910;22/10/2018 - 03:15;365,4;130,2;0;0,94198662;Fora Ponta
4909;22/10/2018 - 03:00;360,36;135,66;0;0,93588015;Fora Ponta
4908;22/10/2018 - 02:45;352,8;126,42;0;0,94138641;Fora Ponta
4907;22/10/2018 - 02:30;359,52;129,36;0;0,94094345;Fora Ponta
4906;22/10/2018 - 02:15;352,8;131,88;0;0,93669527;Fora Ponta
4905;22/10/2018 - 02:00;362,88;133,98;0;0,9381019;Fora Ponta
4904;22/10/2018 - 01:45;366,24;129,36;0;0,94291045;Fora Ponta
4903;22/10/2018 - 01:30;371,7;135,66;0;0,93938988;Fora Ponta
4902;22/10/2018 - 01:15;367,5;134,82;0;0,9388185;Fora Ponta
4901;22/10/2018 - 01:00;372,12;137,34;0;0,9381441;Fora Ponta
4900;22/10/2018 - 00:45;380,94;138,6;0;0,9397329;Fora Ponta
4899;22/10/2018 - 00:30;383,46;135,66;0;0,94274225;Fora Ponta
4898;22/10/2018 - 00:15;387,24;134,82;0;0,94440002;Fora Ponta
4897;22/10/2018 - 00:00;397,32;134,4;0;0,94727209;Fora Ponta
4896;21/10/2018 - 23:45;407,4;138,18;0;0,94701052;Fora Ponta
4895;21/10/2018 - 23:30;406,14;135,66;0;0,94848694;Fora Ponta
4894;21/10/2018 - 23:15;419,58;137,34;0;0,95038178;Fora Ponta
4893;21/10/2018 - 23:00;448,14;140,7;0;0,95408136;Fora Ponta
4892;21/10/2018 - 22:45;425,88;141,54;0;0,94896368;Fora Ponta
4891;21/10/2018 - 22:30;413,7;135,24;0;0,9505008;Fora Ponta
4890;21/10/2018 - 22:15;420;141,54;0;0,94763574;Fora Ponta
4889;21/10/2018 - 22:00;433,44;142,38;0;0,95005514;Fora Ponta
4888;21/10/2018 - 21:45;435,12;136,92;0;0,95388831;Fora Ponta
4887;21/10/2018 - 21:30;443,52;141,96;0;0,9524032;Fora Ponta
4886;21/10/2018 - 21:15;441;135,24;0;0,9560542;Fora Ponta
4885;21/10/2018 - 21:00;439,32;132,3;0;0,95752341;Fora Ponta
4884;21/10/2018 - 20:45;442,26;134,4;0;0,95679484;Fora Ponta
4883;21/10/2018 - 20:30;439,32;137,76;0;0,95418734;Fora Ponta
4882;21/10/2018 - 20:15;443,1;135,24;0;0,95644301;Fora Ponta
4881;21/10/2018 - 20:00;454,02;141,54;0;0,95468404;Fora Ponta
4880;21/10/2018 - 19:45;450,66;137,34;0;0,95656584;Fora Ponta
4879;21/10/2018 - 19:30;442,68;138,18;0;0,95457661;Fora Ponta
4878;21/10/2018 - 19:15;448,14;135,66;0;0,95710735;Fora Ponta
4877;21/10/2018 - 19:00;454,44;139,86;0;0,9557599;Fora Ponta
4876;21/10/2018 - 18:45;463,26;139,02;0;0,95780238;Fora Ponta
4875;21/10/2018 - 18:30;471,24;144,9;0;0,95583425;Fora Ponta
4874;21/10/2018 - 18:15;477,54;142,8;0;0,95808101;Fora Ponta
4873;21/10/2018 - 18:00;460,74;141,12;0;0,95615513;Fora Ponta
4872;21/10/2018 - 17:45;459,9;140,28;0;0,95649385;Fora Ponta
4871;21/10/2018 - 17:30;472,08;145,32;0;0,95574223;Fora Ponta
4870;21/10/2018 - 17:15;493,92;153,3;0;0,9550562;Fora Ponta
4869;21/10/2018 - 17:00;488,04;142,8;0;0,95975912;Fora Ponta
4868;21/10/2018 - 16:45;493,5;144,48;0;0,95971592;Fora Ponta
4867;21/10/2018 - 16:30;490,56;144,9;0;0,95903798;Fora Ponta
4866;21/10/2018 - 16:15;491,82;146,16;0;0,95856656;Fora Ponta
4865;21/10/2018 - 16:00;509,04;149,94;0;0,95925199;Fora Ponta
4864;21/10/2018 - 15:45;507,78;148,68;0;0,95970608;Fora Ponta
4863;21/10/2018 - 15:30;512,4;144,9;0;0,96226451;Fora Ponta
4862;21/10/2018 - 15:15;478,38;143,22;0;0,95798817;Fora Ponta
4861;21/10/2018 - 15:00;477,96;145,32;0;0,95675529;Fora Ponta
4860;21/10/2018 - 14:45;469,98;141,96;0;0,95728304;Fora Ponta
4859;21/10/2018 - 14:30;471,24;145,74;0;0,95535458;Fora Ponta
4858;21/10/2018 - 14:15;469,14;144,9;0;0,95546405;Fora Ponta
4857;21/10/2018 - 14:00;484,68;146,58;0;0,9571847;Fora Ponta
4856;21/10/2018 - 13:45;464,52;139,44;0;0,9577786;Fora Ponta
4855;21/10/2018 - 13:30;463,26;138,6;0;0,95804116;Fora Ponta
4854;21/10/2018 - 13:15;460,74;137,34;0;0,95832972;Fora Ponta
4853;21/10/2018 - 13:00;464,94;137,34;0;0,95903375;Fora Ponta
4852;21/10/2018 - 12:45;462,84;139,86;0;0,95725058;Fora Ponta
4851;21/10/2018 - 12:30;454,86;136,5;0;0,95780194;Fora Ponta
4850;21/10/2018 - 12:15;450,66;133,98;0;0,95853635;Fora Ponta
4849;21/10/2018 - 12:00;451,5;131,04;0;0,96036937;Fora Ponta
4848;21/10/2018 - 11:45;447,3;128,52;0;0,96111422;Fora Ponta
4847;21/10/2018 - 11:30;462,84;136,92;0;0,95892092;Fora Ponta
4846;21/10/2018 - 11:15;460,32;138,18;0;0,95777816;Fora Ponta
4845;21/10/2018 - 11:00;480,48;144,48;0;0,95764177;Fora Ponta
4844;21/10/2018 - 10:45;465,78;139,02;0;0,95822961;Fora Ponta
4843;21/10/2018 - 10:30;474,18;144,06;0;0,95681745;Fora Ponta
4842;21/10/2018 - 10:15;466,62;141,12;0;0,95718367;Fora Ponta
4841;21/10/2018 - 10:00;477,96;143,22;0;0,9579189;Fora Ponta
4840;21/10/2018 - 09:45;465,36;144,06;0;0,95527429;Fora Ponta
4839;21/10/2018 - 09:30;483,42;150,78;0;0,95464217;Fora Ponta
4838;21/10/2018 - 09:15;464,1;144,06;0;0,95504726;Fora Ponta
4837;21/10/2018 - 09:00;439,32;135,66;0;0,95548226;Fora Ponta
4836;21/10/2018 - 08:45;438,9;136,92;0;0,95462615;Fora Ponta
4835;21/10/2018 - 08:30;427,98;136,08;0;0,95298717;Fora Ponta
4834;21/10/2018 - 08:15;430,92;137,34;0;0,95277931;Fora Ponta
4833;21/10/2018 - 08:00;453,6;140,7;0;0,95510728;Fora Ponta
4832;21/10/2018 - 07:45;435,54;133,98;0;0,95579893;Fora Ponta
4831;21/10/2018 - 07:30;401,52;129,36;0;0,95182116;Fora Ponta
4830;21/10/2018 - 07:15;369,18;119,7;0;0,95124856;Fora Ponta
4829;21/10/2018 - 07:00;356,16;112,14;0;0,95383731;Fora Ponta
4828;21/10/2018 - 06:45;354,48;116,76;0;0,94980264;Fora Ponta
4827;21/10/2018 - 06:30;338,1;115,08;0;0,94666517;Fora Ponta
4826;21/10/2018 - 06:15;340,62;116,76;0;0,94596639;Fora Ponta
4825;21/10/2018 - 06:00;330,12;114,24;0;0,94501465;Fora Ponta
4824;21/10/2018 - 05:45;346,08;121,8;0;0,94328583;Fora Ponta
4823;21/10/2018 - 05:30;335,58;118,86;0;0,94261949;Fora Ponta
4822;21/10/2018 - 05:15;346,92;117,6;0;0,94706587;Fora Ponta
4821;21/10/2018 - 05:00;338,94;116,76;0;0,94547254;Fora Ponta
4820;21/10/2018 - 04:45;338,52;116,76;0;0,94534805;Fora Ponta
4819;21/10/2018 - 04:30;333,9;114,66;0;0,94578941;Fora Ponta
4818;21/10/2018 - 04:15;340,62;115,5;0;0,94703578;Fora Ponta
4817;21/10/2018 - 04:00;340,62;114,24;0;0,94809715;Fora Ponta
4816;21/10/2018 - 03:45;344,82;112,14;0;0,95097446;Fora Ponta
4815;21/10/2018 - 03:30;338,94;110,88;0;0,9504351;Fora Ponta
4814;21/10/2018 - 03:15;342,72;111,72;0;0,95075969;Fora Ponta
4813;21/10/2018 - 03:00;343,98;120,96;0;0,94337248;Fora Ponta
4812;21/10/2018 - 02:45;360,78;124,32;0;0,94544313;Fora Ponta
4811;21/10/2018 - 02:30;352,8;124,74;0;0,94280369;Fora Ponta
4810;21/10/2018 - 02:15;362,88;126,84;0;0,94399454;Fora Ponta
4809;21/10/2018 - 02:00;361,62;124,32;0;0,94567604;Fora Ponta
4808;21/10/2018 - 01:45;378,42;128,52;0;0,94688158;Fora Ponta
4807;21/10/2018 - 01:30;372,54;129,36;0;0,94466908;Fora Ponta
4806;21/10/2018 - 01:15;372,54;122,22;0;0,95017233;Fora Ponta
4805;21/10/2018 - 01:00;373,38;123,48;0;0,94942822;Fora Ponta
4804;21/10/2018 - 00:45;384,3;118,02;0;0,95593699;Fora Ponta
4803;21/10/2018 - 00:30;382,2;112,14;0;0,95954999;Fora Ponta
4802;21/10/2018 - 00:15;371,7;114,24;0;0,95587237;Fora Ponta
4801;21/10/2018 - 00:00;373,38;119,7;0;0,95226232;Fora Ponta
4800;20/10/2018 - 23:45;381,78;121,38;0;0,95299459;Fora Ponta
4799;20/10/2018 - 23:30;385,14;121,38;0;0,95375541;Fora Ponta
4798;20/10/2018 - 23:15;403,62;127,68;0;0,9534326;Fora Ponta
4797;20/10/2018 - 23:00;406,14;126,84;0;0,95453265;Fora Ponta
4796;20/10/2018 - 22:45;417,06;129,36;0;0,95511106;Fora Ponta
4795;20/10/2018 - 22:30;420,42;131,46;0;0,95442906;Fora Ponta
4794;20/10/2018 - 22:15;412,02;131,88;0;0,95240159;Fora Ponta
4793;20/10/2018 - 22:00;410,76;130,62;0;0,95297695;Fora Ponta
4792;20/10/2018 - 21:45;414,96;126,42;0;0,95659176;Fora Ponta
4791;20/10/2018 - 21:30;422,1;131,46;0;0,9547669;Fora Ponta
4790;20/10/2018 - 21:15;434,28;133,14;0;0,95607839;Fora Ponta
4789;20/10/2018 - 21:00;437,64;131,88;0;0,95747149;Fora Ponta
4788;20/10/2018 - 20:45;450,66;134,4;0;0,95829205;Fora Ponta
4787;20/10/2018 - 20:30;464,1;141,54;0;0,95650598;Fora Ponta
4786;20/10/2018 - 20:15;458,64;142,38;0;0,95503852;Fora Ponta
4785;20/10/2018 - 20:00;453,6;141,96;0;0,9543541;Fora Ponta
4784;20/10/2018 - 19:45;452,34;141,54;0;0,95436953;Fora Ponta
4783;20/10/2018 - 19:30;447,72;139,02;0;0,9550204;Fora Ponta
4782;20/10/2018 - 19:15;446,04;132,3;0;0,9587161;Fora Ponta
4781;20/10/2018 - 19:00;443,94;129,36;0;0,96007117;Fora Ponta
4780;20/10/2018 - 18:45;455,7;131,04;0;0,9610546;Fora Ponta
4779;20/10/2018 - 18:30;463,68;125,58;0;0,96522637;Fora Ponta
4778;20/10/2018 - 18:15;481,74;129,78;0;0,9655751;Fora Ponta
4777;20/10/2018 - 18:00;468,3;134,82;0;0,96096911;Fora Ponta
4776;20/10/2018 - 17:45;474,18;136,92;0;0,96074947;Fora Ponta
4775;20/10/2018 - 17:30;480,48;138,18;0;0,96104699;Fora Ponta
4774;20/10/2018 - 17:15;487,62;139,44;0;0,96146142;Fora Ponta
4773;20/10/2018 - 17:00;492,66;138,18;0;0,96284457;Fora Ponta
4772;20/10/2018 - 16:45;500,22;139,02;0;0,96348313;Fora Ponta
4771;20/10/2018 - 16:30;496,02;137,76;0;0,96352959;Fora Ponta
4770;20/10/2018 - 16:15;498,12;138,6;0;0,96340144;Fora Ponta
4769;20/10/2018 - 16:00;503,16;142,8;0;0,96200728;Fora Ponta
4768;20/10/2018 - 15:45;509,88;141,96;0;0,96335857;Fora Ponta
4767;20/10/2018 - 15:30;539,7;148,26;0;0,9642773;Fora Ponta
4766;20/10/2018 - 15:15;514,92;148,26;0;0,96095995;Fora Ponta
4765;20/10/2018 - 15:00;515,76;149,94;0;0,96024485;Fora Ponta
4764;20/10/2018 - 14:45;508,2;147,42;0;0,9604079;Fora Ponta
4763;20/10/2018 - 14:30;511,56;149,1;0;0,96005295;Fora Ponta
4762;20/10/2018 - 14:15;514,92;152,46;0;0,95885332;Fora Ponta
4761;20/10/2018 - 14:00;510,3;161,28;0;0,95351147;Fora Ponta
4760;20/10/2018 - 13:45;537,18;165,06;0;0,95589205;Fora Ponta
4759;20/10/2018 - 13:30;555,24;166,74;0;0,95774649;Fora Ponta
4758;20/10/2018 - 13:15;533,82;157,5;0;0,95912482;Fora Ponta
4757;20/10/2018 - 13:00;517,44;158,76;0;0,95601359;Fora Ponta
4756;20/10/2018 - 12:45;517,02;155,4;0;0,95767627;Fora Ponta
4755;20/10/2018 - 12:30;511,98;158,34;0;0,95535438;Fora Ponta
4754;20/10/2018 - 12:15;513,66;160,86;0;0,9542993;Fora Ponta
4753;20/10/2018 - 12:00;514,5;155,82;0;0,95707038;Fora Ponta
4752;20/10/2018 - 11:45;525;153,3;0;0,95991394;Fora Ponta
4751;20/10/2018 - 11:30;538,44;150,36;0;0,96315105;Fora Ponta
4750;20/10/2018 - 11:15;524,58;145,74;0;0,96350685;Fora Ponta
4749;20/10/2018 - 11:00;532,14;141,96;0;0,96620962;Fora Ponta
4748;20/10/2018 - 10:45;538,44;144,48;0;0,96583363;Fora Ponta
4747;20/10/2018 - 10:30;554,82;147;0;0,96664663;Fora Ponta
4746;20/10/2018 - 10:15;543,48;149,94;0;0,96398603;Fora Ponta
4745;20/10/2018 - 10:00;537,6;139,02;0;0,96815323;Fora Ponta
4744;20/10/2018 - 09:45;556,08;152,04;0;0,96459549;Fora Ponta
4743;20/10/2018 - 09:30;519,12;144,06;0;0,96358489;Fora Ponta
4742;20/10/2018 - 09:15;499,38;142,8;0;0,96146289;Fora Ponta
4741;20/10/2018 - 09:00;506,1;145,32;0;0,96116191;Fora Ponta
4740;20/10/2018 - 08:45;490,56;143,64;0;0,95970498;Fora Ponta
4739;20/10/2018 - 08:30;504;141,12;0;0,96296401;Fora Ponta
4738;20/10/2018 - 08:15;492,66;140,7;0;0,96155487;Fora Ponta
4737;20/10/2018 - 08:00;478,38;134,82;0;0,96250626;Fora Ponta
4736;20/10/2018 - 07:45;479,64;135,66;0;0,96225185;Fora Ponta
4735;20/10/2018 - 07:30;462,42;134,4;0;0,96026331;Fora Ponta
4734;20/10/2018 - 07:15;448,14;130,2;0;0,96029179;Fora Ponta
4733;20/10/2018 - 07:00;432,6;129,36;0;0,95808191;Fora Ponta
4732;20/10/2018 - 06:45;409,5;121,38;0;0,95876834;Fora Ponta
4731;20/10/2018 - 06:30;386,4;115,92;0;0,95782628;Fora Ponta
4730;20/10/2018 - 06:15;383,88;114,66;0;0,95817182;Fora Ponta
4729;20/10/2018 - 06:00;390,18;121,38;0;0,95486325;Fora Ponta
4728;20/10/2018 - 05:45;373,8;118,86;0;0,95298201;Fora Ponta
4727;20/10/2018 - 05:30;357;120,96;0;0,9471118;Fora Ponta
4726;20/10/2018 - 05:15;361,2;112,98;0;0,95440095;Fora Ponta
4725;20/10/2018 - 05:00;366,66;115,92;0;0,95348357;Fora Ponta
4724;20/10/2018 - 04:45;361,2;118,86;0;0,94989127;Fora Ponta
4723;20/10/2018 - 04:30;359,94;117,6;0;0,950552;Fora Ponta
4722;20/10/2018 - 04:15;372,54;121,38;0;0,95080536;Fora Ponta
4721;20/10/2018 - 04:00;367,5;121,8;0;0,94922431;Fora Ponta
4720;20/10/2018 - 03:45;359,52;117,6;0;0,95044485;Fora Ponta
4719;20/10/2018 - 03:30;354,48;120,96;0;0,94641674;Fora Ponta
4718;20/10/2018 - 03:15;358,26;119,7;0;0,94846068;Fora Ponta
4717;20/10/2018 - 03:00;362,04;120,54;0;0,9487933;Fora Ponta
4716;20/10/2018 - 02:45;375,06;124,32;0;0,94921343;Fora Ponta
4715;20/10/2018 - 02:30;369,18;123,06;0;0,94868329;Fora Ponta
4714;20/10/2018 - 02:15;378,42;129,78;0;0,94591833;Fora Ponta
4713;20/10/2018 - 02:00;378,42;128,1;0;0,94720123;Fora Ponta
4712;20/10/2018 - 01:45;379,26;128,94;0;0,94677913;Fora Ponta
4711;20/10/2018 - 01:30;381,36;130,2;0;0,9463654;Fora Ponta
4710;20/10/2018 - 01:15;390,18;130,62;0;0,9482742;Fora Ponta
4709;20/10/2018 - 01:00;400,26;136,92;0;0,94617198;Fora Ponta
4708;20/10/2018 - 00:45;409,5;137,34;0;0,94809823;Fora Ponta
4707;20/10/2018 - 00:30;414,12;145,32;0;0,94358949;Fora Ponta
4706;20/10/2018 - 00:15;431,76;147;0;0,94663795;Fora Ponta
4705;20/10/2018 - 00:00;462,84;152,04;0;0,95005366;Fora Ponta
4704;19/10/2018 - 23:45;476,28;145,74;0;0,95623366;Fora Ponta
4703;19/10/2018 - 23:30;438,48;143,22;0;0,95057803;Fora Ponta
4702;19/10/2018 - 23:15;444,78;142,38;0;0,95239281;Fora Ponta
4701;19/10/2018 - 23:00;451,5;142,8;0;0,95344852;Fora Ponta
4700;19/10/2018 - 22:45;445,2;142,38;0;0,95247629;Fora Ponta
4699;19/10/2018 - 22:30;463,26;150,78;0;0,95090093;Fora Ponta
4698;19/10/2018 - 22:15;466,62;149,94;0;0,9520553;Fora Ponta
4697;19/10/2018 - 22:00;470,4;147,84;0;0,95399371;Fora Ponta
4696;19/10/2018 - 21:45;476,7;149,94;0;0,953925;Fora Ponta
4695;19/10/2018 - 21:30;463,26;143,22;0;0,95538486;Fora Ponta
4694;19/10/2018 - 21:15;491,4;152,04;0;0,95531883;Fora Ponta
4693;19/10/2018 - 21:00;483;147,84;0;0,95620945;Fora Ponta
4692;19/10/2018 - 20:45;474,18;144,48;0;0,95658148;Fora Ponta
4691;19/10/2018 - 20:30;487,62;144,48;0;0,95879811;Fora Ponta
4690;19/10/2018 - 20:15;485,52;142,8;0;0,9593655;Fora Ponta
4689;19/10/2018 - 20:00;503,58;149,1;0;0,95885456;Ponta
4688;19/10/2018 - 19:45;509,88;149,1;0;0,95980496;Ponta
4687;19/10/2018 - 19:30;524,16;155,82;0;0,95854202;Ponta
4686;19/10/2018 - 19:15;522,48;153,3;0;0,95954953;Ponta
