07/10/2019;	21:29:57000;	1152129.750;	1152129.750;	1152129.750;	1029101.563;	1029101.563;	1029101.563;	972625.188;	972625.188;	972625.188;	3153856.500;	3153856.500;	3153856.500;	
07/10/2019;	21:44:57000;	1168072.000;	1168072.000;	1168072.000;	1043424.000;	1043424.000;	1043424.000;	986536.000;	986536.000;	986536.000;	3198032.000;	3198032.000;	3198032.000;	
07/10/2019;	21:59:57000;	1184210.250;	1184210.250;	1184210.250;	1057621.000;	1057621.000;	1057621.000;	1000231.438;	1000231.438;	1000231.438;	3242062.750;	3242062.750;	3242062.750;	
07/10/2019;	22:14:57000;	1200562.375;	1200562.375;	1200562.375;	1072302.125;	1072302.125;	1072302.125;	1014272.875;	1014272.875;	1014272.875;	3287137.500;	3287137.500;	3287137.500;	
07/10/2019;	22:29:57000;	1216461.125;	1216461.125;	1216461.125;	1086208.125;	1086208.125;	1086208.125;	1027792.938;	1027792.938;	1027792.938;	3330462.250;	3330462.250;	3330462.250;	
07/10/2019;	22:44:57000;	1232173.000;	1232173.000;	1232173.000;	1099860.750;	1099860.750;	1099860.750;	1041411.750;	1041411.750;	1041411.750;	3373445.500;	3373445.500;	3373445.500;	
07/10/2019;	22:59:57000;	1247508.125;	1247508.125;	1247508.125;	1112846.000;	1112846.000;	1112846.000;	1054500.125;	1054500.125;	1054500.125;	3414854.250;	3414854.250;	3414854.250;	
07/10/2019;	23:14:57000;	1263553.000;	1263553.000;	1263553.000;	1126453.250;	1126453.250;	1126453.250;	1068086.625;	1068086.625;	1068086.625;	3458093.000;	3458093.000;	3458093.000;	
07/10/2019;	23:29:57000;	1278815.875;	1278815.875;	1278815.875;	1139427.375;	1139427.375;	1139427.375;	1081129.750;	1081129.750;	1081129.750;	3499373.000;	3499373.000;	3499373.000;	
07/10/2019;	23:44:57000;	1293440.500;	1293440.500;	1293440.500;	1151870.000;	1151870.000;	1151870.000;	1093555.125;	1093555.125;	1093555.125;	3538865.500;	3538865.500;	3538865.500;	
07/10/2019;	23:59:57000;	1307592.625;	1307592.625;	1307592.625;	1163865.375;	1163865.375;	1163865.375;	1105468.250;	1105468.250;	1105468.250;	3576926.250;	3576926.250;	3576926.250;	
08/10/2019;	00:14:57000;	1321767.875;	1321767.875;	1321767.875;	1176169.875;	1176169.875;	1176169.875;	1117539.000;	1117539.000;	1117539.000;	3615476.750;	3615476.750;	3615476.750;	
