Relatório de Memória de Massa;;;;;;
Descrição: UNIVERSIDADE FEDERAL TRIANG MINEIRO UFTM;;;;;;
Ponto de Medição: 3011467333;;Data de Emissão: 31/10/2018 - 14:23;;;;
Medidor: 22101013;;Data da Leitura: 31/10/2018 - 13:45;;;;
Data Inicial: 01/09/2018 - 00:00;;Data Final: 31/10/2018 - 23:00;;;;
Id;Data do registro;kW;kVARInd;kVARCap;Fator de Potência: ;Posto horário: 
7938;22/01/2019 - 16:15;203,28;58,17;0;0,96141143;Fora Ponta
7937;22/01/2019 - 16:00;209,16;59,64;0;0,96166955;Fora Ponta
7936;22/01/2019 - 15:45;220,185;60,795;0;0,96393164;Fora Ponta
7935;22/01/2019 - 15:30;223,335;60,79499999;0;0,96488933;Fora Ponta
7934;22/01/2019 - 15:15;220,395;59,11499999;0;0,96585968;Fora Ponta
7933;22/01/2019 - 15:00;225,855;60,375;0;0,96607821;Fora Ponta
7932;22/01/2019 - 14:45;229,005;60,69;0;0,96663102;Fora Ponta
7931;22/01/2019 - 14:30;236,46;62,47499999;0;0,96682381;Fora Ponta
7930;22/01/2019 - 14:15;242,97;63,62999999;0;0,9673771;Fora Ponta
7929;22/01/2019 - 14:00;241,92;63,83999999;0;0,96690035;Fora Ponta
7928;22/01/2019 - 13:45;242,34;64,365;0;0,96649162;Fora Ponta
7927;22/01/2019 - 13:30;249,06;66,36;0;0,966289;Fora Ponta
7926;22/01/2019 - 13:15;248,115;65,625;0;0,96675581;Fora Ponta
7925;22/01/2019 - 13:00;249,375;66,045;0;0,96667264;Fora Ponta
7924;22/01/2019 - 12:45;241,5;61,95;0;0,96863788;Fora Ponta
7923;22/01/2019 - 12:30;247,695;64,05;0;0,96815548;Fora Ponta
7922;22/01/2019 - 12:15;246,96;64,47;0;0,96757357;Fora Ponta
7921;22/01/2019 - 12:00;232,995;62,265;0;0,9660975;Fora Ponta
7920;22/01/2019 - 11:45;226,275;57,225;0;0,96947731;Fora Ponta
7919;22/01/2019 - 11:30;224,7;57,64499999;0;0,96863314;Fora Ponta
7918;22/01/2019 - 11:15;224,28;56,91;0;0,9692823;Fora Ponta
7917;22/01/2019 - 11:00;223,65;58,485;0;0,96746757;Fora Ponta
7916;22/01/2019 - 10:45;222,705;56,69999999;0;0,96908525;Fora Ponta
7915;22/01/2019 - 10:30;226,695;58,17;0;0,96861956;Fora Ponta
7914;22/01/2019 - 10:15;229,53;58,485;0;0,96903741;Fora Ponta
7913;22/01/2019 - 10:00;232,68;59,11499999;0;0,96920923;Fora Ponta
7912;22/01/2019 - 09:45;233,31;59,64;0;0,96884651;Fora Ponta
7911;22/01/2019 - 09:30;233,52;59,535;0;0,96900431;Fora Ponta
7910;22/01/2019 - 09:15;233,415;59,325;0;0,96918617;Fora Ponta
7909;22/01/2019 - 09:00;238,35;60,375;0;0,96938421;Fora Ponta
7908;22/01/2019 - 08:45;231,84;57,75;0;0,97034895;Fora Ponta
7907;22/01/2019 - 08:30;230,37;58,065;0;0,96967273;Fora Ponta
7906;22/01/2019 - 08:15;233,415;62,89499999;0;0,96556121;Fora Ponta
7905;22/01/2019 - 08:00;230,265;61,425;0;0,96621299;Fora Ponta
7904;22/01/2019 - 07:45;220,08;58,905;0;0,96599739;Fora Ponta
7903;22/01/2019 - 07:30;211,365;57,225;0;0,96524905;Fora Ponta
7902;22/01/2019 - 07:15;210,525;57,95999999;0;0,96412851;Fora Ponta
7901;22/01/2019 - 07:00;199,185;54,91499999;0;0,96403303;Fora Ponta
7900;22/01/2019 - 06:45;200,025;55,33499999;0;0,96380005;Fora Ponta
7899;22/01/2019 - 06:30;193,41;53,235;0;0,96414514;Fora Ponta
7898;22/01/2019 - 06:15;187,215;55,23;0;0,9591339;Fora Ponta
7897;22/01/2019 - 06:00;164,955;48,82499999;0;0,95887812;Fora Ponta
7896;22/01/2019 - 05:45;149,94;46,095;0;0,95585134;Fora Ponta
7895;22/01/2019 - 05:30;142,905;44,205;0;0,9553378;Fora Ponta
7894;22/01/2019 - 05:15;136,815;43,785;0;0,95241565;Fora Ponta
7893;22/01/2019 - 05:00;129,675;44,09999999;0;0,94674937;Fora Ponta
7892;22/01/2019 - 04:45;126,63;43,89;0;0,94485559;Fora Ponta
7891;22/01/2019 - 04:30;122,43;42,525;0;0,94463879;Fora Ponta
7890;22/01/2019 - 04:15;120,435;43,155;0;0,94138858;Fora Ponta
7889;22/01/2019 - 04:00;122,64;42,735;0;0,94431122;Fora Ponta
7888;22/01/2019 - 03:45;119,385;42,525;0;0,94202275;Fora Ponta
7887;22/01/2019 - 03:30;115,185;40,845;0;0,9424976;Fora Ponta
7886;22/01/2019 - 03:15;115,5;41,055;0;0,94224472;Fora Ponta
7885;22/01/2019 - 03:00;113,61;40,425;0;0,94213526;Fora Ponta
7884;22/01/2019 - 02:45;114,555;41,37;0;0,94054624;Fora Ponta
7883;22/01/2019 - 02:30;114,66;41,79;0;0,93954196;Fora Ponta
7882;22/01/2019 - 02:15;118,23;44,09999999;0;0,93694326;Fora Ponta
7881;22/01/2019 - 02:00;121,17;44,205;0;0,93943638;Fora Ponta
7880;22/01/2019 - 01:45;121,8;44,09999999;0;0,94026584;Fora Ponta
7879;22/01/2019 - 01:30;121,905;43,785;0;0,94113516;Fora Ponta
7878;22/01/2019 - 01:15;124,005;44,51999999;0;0,94118167;Fora Ponta
7877;22/01/2019 - 01:00;126,735;45,56999999;0;0,94101654;Fora Ponta
7876;22/01/2019 - 00:45;123,375;43,155;0;0,94392096;Fora Ponta
7875;22/01/2019 - 00:30;127,785;44,415;0;0,94457006;Fora Ponta
7874;22/01/2019 - 00:15;127,26;44,73;0;0,94342065;Fora Ponta
7873;22/01/2019 - 00:00;129,255;45,25499999;0;0,94382249;Fora Ponta
7872;21/01/2019 - 23:45;136,92;46,2;0;0,94751429;Fora Ponta
7871;21/01/2019 - 23:30;133,14;45,98999999;0;0,94519857;Fora Ponta
7870;21/01/2019 - 23:15;145,845;47,355;0;0,95111957;Fora Ponta
7869;21/01/2019 - 23:00;134,295;46,935;0;0,94400784;Fora Ponta
7868;21/01/2019 - 22:45;132,72;47,04;0;0,94254897;Fora Ponta
7867;21/01/2019 - 22:30;134,925;46,095;0;0,94630041;Fora Ponta
7866;21/01/2019 - 22:15;135,765;45,885;0;0,94735622;Fora Ponta
7865;21/01/2019 - 22:00;136,815;45,675;0;0,9485376;Fora Ponta
7864;21/01/2019 - 21:45;142,275;46,62;0;0,95028398;Fora Ponta
7863;21/01/2019 - 21:30;143,535;46,83;0;0,95068081;Fora Ponta
7862;21/01/2019 - 21:15;150,885;48,61499999;0;0,95181468;Fora Ponta
7861;21/01/2019 - 21:00;154,77;50,295;0;0,95104355;Fora Ponta
7860;21/01/2019 - 20:45;159,81;50,085;0;0,95423422;Fora Ponta
7859;21/01/2019 - 20:30;161,91;48,93;0;0,95724341;Fora Ponta
7858;21/01/2019 - 20:15;158,025;49,14;0;0,95489676;Fora Ponta
7857;21/01/2019 - 20:00;156,03;50,925;0;0,95064782;Ponta
7856;21/01/2019 - 19:45;158,235;51,13499999;0;0,9515478;Ponta
7855;21/01/2019 - 19:30;164,535;51,66;0;0,95407826;Ponta
7854;21/01/2019 - 19:15;169,365;53,12999999;0;0,95415311;Ponta
7853;21/01/2019 - 19:00;160,44;50,71499999;0;0,95349774;Ponta
7852;21/01/2019 - 18:45;161,175;52,5;0;0,95082901;Ponta
7851;21/01/2019 - 18:30;159,18;50,925;0;0,95244602;Ponta
7850;21/01/2019 - 18:15;158,655;49,76999999;0;0,95415356;Ponta
7849;21/01/2019 - 18:00;157,815;48,72;0;0,95550368;Ponta
7848;21/01/2019 - 17:45;161,175;49,98;0;0,95513092;Ponta
7847;21/01/2019 - 17:30;163,17;52,08;0;0,95265165;Ponta
7846;21/01/2019 - 17:15;165,9;53,34;0;0,95200348;Ponta
7845;21/01/2019 - 17:00;173,88;53,865;0;0,95521603;Fora Ponta
7844;21/01/2019 - 16:45;181,02;55,54499999;0;0,95600652;Fora Ponta
7843;21/01/2019 - 16:30;182,91;55,125;0;0,95746245;Fora Ponta
7842;21/01/2019 - 16:15;185,955;56,385;0;0,95697439;Fora Ponta
7841;21/01/2019 - 16:00;193,83;55,86;0;0,96089286;Fora Ponta
7840;21/01/2019 - 15:45;197,505;53,97;0;0,96463352;Fora Ponta
7839;21/01/2019 - 15:30;204,855;53,97;0;0,96700387;Fora Ponta
7838;21/01/2019 - 15:15;208,95;55,01999999;0;0,96703675;Fora Ponta
7837;21/01/2019 - 15:00;209,16;54,6;0;0,96757599;Fora Ponta
7836;21/01/2019 - 14:45;213,36;54,075;0;0,96935169;Fora Ponta
7835;21/01/2019 - 14:30;218,505;54,6;0;0,97016991;Fora Ponta
7834;21/01/2019 - 14:15;229,845;57,64499999;0;0,96995977;Fora Ponta
7833;21/01/2019 - 14:00;226,695;57,33;0;0,96947855;Fora Ponta
7832;21/01/2019 - 13:45;232,26;58,695;0;0,96952056;Fora Ponta
7831;21/01/2019 - 13:30;235,62;59,84999999;0;0,96922095;Fora Ponta
7830;21/01/2019 - 13:15;237,405;61,94999999;0;0,96759909;Fora Ponta
7829;21/01/2019 - 13:00;229,005;58,69499999;0;0,96868852;Fora Ponta
7828;21/01/2019 - 12:45;233,1;60,375;0;0,96805572;Fora Ponta
7827;21/01/2019 - 12:30;231,945;60,48;0;0,96764517;Fora Ponta
7826;21/01/2019 - 12:15;224,7;57,53999999;0;0,96874201;Fora Ponta
7825;21/01/2019 - 12:00;222,495;59,43;0;0,96612891;Fora Ponta
7824;21/01/2019 - 11:45;224,91;61,63499999;0;0,96444099;Fora Ponta
7823;21/01/2019 - 11:30;213,465;59,01;0;0,96384998;Fora Ponta
7822;21/01/2019 - 11:15;217,35;59,64;0;0,96435412;Fora Ponta
7821;21/01/2019 - 11:00;220,815;60,58499999;0;0,96436056;Fora Ponta
7820;21/01/2019 - 10:45;227,745;60,795;0;0,96616836;Fora Ponta
7819;21/01/2019 - 10:30;221,655;58,275;0;0,96713385;Fora Ponta
7818;21/01/2019 - 10:15;224,595;59,00999999;0;0,96717403;Fora Ponta
7817;21/01/2019 - 10:00;221,235;59,11499999;0;0,96610544;Fora Ponta
7816;21/01/2019 - 09:45;217,665;57,12;0;0,96724958;Fora Ponta
7815;21/01/2019 - 09:30;216,51;56,80499999;0;0,96726263;Fora Ponta
7814;21/01/2019 - 09:15;220,815;58,69499999;0;0,96644057;Fora Ponta
7813;21/01/2019 - 09:00;223,02;59,84999999;0;0,96582618;Fora Ponta
7812;21/01/2019 - 08:45;224,175;59,22;0;0,9668336;Fora Ponta
7811;21/01/2019 - 08:30;224,7;61,635;0;0,964378;Fora Ponta
7810;21/01/2019 - 08:15;218,715;62,16;0;0,96190638;Fora Ponta
7809;21/01/2019 - 08:00;211,05;61,53;0;0,96003209;Fora Ponta
7808;21/01/2019 - 07:45;197,715;55,44;0;0,96286304;Fora Ponta
7807;21/01/2019 - 07:30;108,15;35,595;0;0,94987535;Fora Ponta
7806;21/01/2019 - 07:15;89,03999999;30,65999999;0;0,94551508;Fora Ponta
7805;21/01/2019 - 07:00;121,485;38,01;0;0,95437717;Fora Ponta
7804;21/01/2019 - 06:45;182,28;52,185;0;0,96137752;Fora Ponta
7803;21/01/2019 - 06:30;173,46;48,51;0;0,96304873;Fora Ponta
7802;21/01/2019 - 06:15;168,735;49,035;0;0,96027393;Fora Ponta
7801;21/01/2019 - 06:00;153,195;48,405;0;0,95353326;Fora Ponta
7800;21/01/2019 - 05:45;141,75;45,25499999;0;0,95262876;Fora Ponta
7799;21/01/2019 - 05:30;133,56;44,205;0;0,94935286;Fora Ponta
7798;21/01/2019 - 05:15;123,165;41,47499999;0;0,94770931;Fora Ponta
7797;21/01/2019 - 05:00;118,755;42,83999999;0;0,94066455;Fora Ponta
7796;21/01/2019 - 04:45;114,555;44,09999999;0;0,93323533;Fora Ponta
7795;21/01/2019 - 04:30;108,885;40,11;0;0,93835856;Fora Ponta
7794;21/01/2019 - 04:15;105,21;38,22;0;0,93990292;Fora Ponta
7793;21/01/2019 - 04:00;107,205;39,79499999;0;0,93749375;Fora Ponta
7792;21/01/2019 - 03:45;101,325;38,01;0;0,93628929;Fora Ponta
7791;21/01/2019 - 03:30;101,64;38,64;0;0,93473226;Fora Ponta
7790;21/01/2019 - 03:15;100,275;38,22;0;0,93442571;Fora Ponta
7789;21/01/2019 - 03:00;99,225;37,58999999;0;0,93514454;Fora Ponta
7788;21/01/2019 - 02:45;97,755;37,275;0;0,93437639;Fora Ponta
7787;21/01/2019 - 02:30;98,69999999;36,95999999;0;0,93649284;Fora Ponta
7786;21/01/2019 - 02:15;100,065;36,64499999;0;0,93901424;Fora Ponta
7785;21/01/2019 - 02:00;99,435;37,8;0;0,93473768;Fora Ponta
7784;21/01/2019 - 01:45;100,8;36,435;0;0,94044953;Fora Ponta
7783;21/01/2019 - 01:30;100,59;36,33;0;0,94053647;Fora Ponta
7782;21/01/2019 - 01:15;104,37;37,275;0;0,94174191;Fora Ponta
7781;21/01/2019 - 01:00;107,31;38,22;0;0,94203351;Fora Ponta
7780;21/01/2019 - 00:45;102,27;36,75;0;0,94108432;Fora Ponta
7779;21/01/2019 - 00:30;104,16;36,96;0;0,94242774;Fora Ponta
7778;21/01/2019 - 00:15;109,725;38,22;0;0,9443504;Fora Ponta
7777;21/01/2019 - 00:00;110,775;38,11499999;0;0,94559184;Fora Ponta
7776;20/01/2019 - 23:45;112,455;38,955;0;0,94491262;Fora Ponta
7775;20/01/2019 - 23:30;107,625;38,84999999;0;0,9405946;Fora Ponta
7774;20/01/2019 - 23:15;108,255;37,8;0;0,94410079;Fora Ponta
7773;20/01/2019 - 23:00;110,46;37,065;0;0,94805057;Fora Ponta
7772;20/01/2019 - 22:45;110,565;37,58999999;0;0,94677822;Fora Ponta
7771;20/01/2019 - 22:30;119,07;38,325;0;0,95190621;Fora Ponta
7770;20/01/2019 - 22:15;115,5;37,90499999;0;0,95014147;Fora Ponta
7769;20/01/2019 - 22:00;113,61;40,31999999;0;0,94241003;Fora Ponta
7768;20/01/2019 - 21:45;117,81;38,955;0;0,94944213;Fora Ponta
7767;20/01/2019 - 21:30;115,815;38,325;0;0,94936962;Fora Ponta
7766;20/01/2019 - 21:15;115,29;36,75;0;0,9527661;Fora Ponta
7765;20/01/2019 - 21:00;119,28;38,535;0;0,95157431;Fora Ponta
7764;20/01/2019 - 20:45;114,03;36,33;0;0,95281048;Fora Ponta
7763;20/01/2019 - 20:30;116,97;37,59;0;0,95204634;Fora Ponta
7762;20/01/2019 - 20:15;116,34;35,805;0;0,95576035;Fora Ponta
7761;20/01/2019 - 20:00;119,91;37,485;0;0,95445023;Fora Ponta
7760;20/01/2019 - 19:45;117,6;38,535;0;0,95028305;Fora Ponta
7759;20/01/2019 - 19:30;117,495;37,485;0;0,95269068;Fora Ponta
7758;20/01/2019 - 19:15;114,87;36,22499999;0;0,95370116;Fora Ponta
7757;20/01/2019 - 19:00;119,175;36,64499999;0;0,95583361;Fora Ponta
7756;20/01/2019 - 18:45;116,865;37,17;0;0,9529595;Fora Ponta
7755;20/01/2019 - 18:30;120,54;38,32499999;0;0,95299117;Fora Ponta
7754;20/01/2019 - 18:15;119,91;38,32499999;0;0,95253062;Fora Ponta
7753;20/01/2019 - 18:00;123,375;37,16999999;0;0,9574892;Fora Ponta
7752;20/01/2019 - 17:45;126,105;37,8;0;0,95789211;Fora Ponta
7751;20/01/2019 - 17:30;127,365;40,21499999;0;0,95359454;Fora Ponta
7750;20/01/2019 - 17:15;127,365;39,48;0;0,955164;Fora Ponta
7749;20/01/2019 - 17:00;126,735;39,58499999;0;0,95452218;Fora Ponta
7748;20/01/2019 - 16:45;131,04;40,32;0;0,955779;Fora Ponta
7747;20/01/2019 - 16:30;130,41;40,73999999;0;0,95450732;Fora Ponta
7746;20/01/2019 - 16:15;133,455;41,265;0;0,95537178;Fora Ponta
7745;20/01/2019 - 16:00;131,565;41,58;0;0,95351363;Fora Ponta
7744;20/01/2019 - 15:45;133,35;42,525;0;0,95272853;Fora Ponta
7743;20/01/2019 - 15:30;133,035;43,155;0;0,95120495;Fora Ponta
7742;20/01/2019 - 15:15;134,925;42,105;0;0,95459886;Fora Ponta
7741;20/01/2019 - 15:00;139,02;43,785;0;0,95381103;Fora Ponta
7740;20/01/2019 - 14:45;141,33;43,57499999;0;0,95560999;Fora Ponta
7739;20/01/2019 - 14:30;144,27;44,205;0;0,9561244;Fora Ponta
7738;20/01/2019 - 14:15;133,98;41,37;0;0,9554871;Fora Ponta
7737;20/01/2019 - 14:00;141,54;44,30999999;0;0,95432868;Fora Ponta
7736;20/01/2019 - 13:45;140,595;44,73;0;0,95293512;Fora Ponta
7735;20/01/2019 - 13:30;141,12;43,365;0;0,95588658;Fora Ponta
7734;20/01/2019 - 13:15;139,23;43,67999999;0;0,95414648;Fora Ponta
7733;20/01/2019 - 13:00;142,275;44,205;0;0,95496777;Fora Ponta
7732;20/01/2019 - 12:45;140,07;44,09999999;0;0,95384166;Fora Ponta
7731;20/01/2019 - 12:30;141,015;45,46499999;0;0,95175536;Fora Ponta
7730;20/01/2019 - 12:15;142,8;44,31;0;0,95507784;Fora Ponta
7729;20/01/2019 - 12:00;143,745;42,63;0;0,95872743;Fora Ponta
7728;20/01/2019 - 11:45;147,735;45,15;0;0,95633574;Fora Ponta
7727;20/01/2019 - 11:30;137,13;44,1;0;0,95198304;Fora Ponta
7726;20/01/2019 - 11:15;138,495;45,57;0;0,94990047;Fora Ponta
7725;20/01/2019 - 11:00;143,85;46,2;0;0,95210084;Fora Ponta
7724;20/01/2019 - 10:45;148,995;47,355;0;0,95302275;Fora Ponta
7723;20/01/2019 - 10:30;113,19;36,855;0;0,95086539;Fora Ponta
7722;20/01/2019 - 10:15;0;0;0;0;Fora Ponta
7721;20/01/2019 - 10:00;0;0;0;0;Fora Ponta
7720;20/01/2019 - 09:45;0;0;0;0;Fora Ponta
7719;20/01/2019 - 09:30;0;0;0;0;Fora Ponta
7718;20/01/2019 - 09:15;0;0;0;0;Fora Ponta
7717;20/01/2019 - 09:00;0;0;0;0;Fora Ponta
7716;20/01/2019 - 08:45;0;0;0;0;Fora Ponta
7715;20/01/2019 - 08:30;0;0;0;0;Fora Ponta
7714;20/01/2019 - 08:15;0;0;0;0;Fora Ponta
7713;20/01/2019 - 08:00;0;0;0;0;Fora Ponta
7712;20/01/2019 - 07:45;0;0;0;0;Fora Ponta
7711;20/01/2019 - 07:30;0;0;0;0;Fora Ponta
7710;20/01/2019 - 07:15;0;0;0;0;Fora Ponta
7709;20/01/2019 - 07:00;30,13499999;9,975;0;0,94934278;Fora Ponta
7708;20/01/2019 - 06:45;107,625;33,81;0;0,95403174;Fora Ponta
7707;20/01/2019 - 06:30;108,885;36,225;0;0,94886614;Fora Ponta
7706;20/01/2019 - 06:15;114,45;40,425;0;0,94291045;Fora Ponta
7705;20/01/2019 - 06:00;119,91;40,95;0;0,94633749;Fora Ponta
7704;20/01/2019 - 05:45;113,61;38,535;0;0,94700722;Fora Ponta
7703;20/01/2019 - 05:30;114,765;35,595;0;0,9551153;Fora Ponta
7702;20/01/2019 - 05:15;108,675;35,49;0;0,95059439;Fora Ponta
7701;20/01/2019 - 05:00;104,58;33,39;0;0,95262383;Fora Ponta
7700;20/01/2019 - 04:45;114,345;36,855;0;0,95178272;Fora Ponta
7699;20/01/2019 - 04:30;114,345;36,54;0;0,95254594;Fora Ponta
7698;20/01/2019 - 04:15;111,615;38,64;0;0,9449755;Fora Ponta
7697;20/01/2019 - 04:00;113,505;39,9;0;0,94340849;Fora Ponta
7696;20/01/2019 - 03:45;108,465;38,11499999;0;0,94344469;Fora Ponta
7695;20/01/2019 - 03:30;104,895;35,385;0;0,94753896;Fora Ponta
7694;20/01/2019 - 03:15;109,095;38,535;0;0,94290653;Fora Ponta
7693;20/01/2019 - 03:00;105,42;36,225;0;0,94572279;Fora Ponta
7692;20/01/2019 - 02:45;103,005;36,33;0;0,9430613;Fora Ponta
7691;20/01/2019 - 02:30;101,85;35,805;0;0,94340258;Fora Ponta
7690;20/01/2019 - 02:15;101,535;36,75;0;0,94030341;Fora Ponta
7689;20/01/2019 - 02:00;100,59;35,91;0;0,94178638;Fora Ponta
7688;20/01/2019 - 01:45;104,685;36,855;0;0,94325203;Fora Ponta
7687;20/01/2019 - 01:30;109,095;38,00999999;0;0,944325;Fora Ponta
7686;20/01/2019 - 01:15;107,31;37,59;0;0,94377194;Fora Ponta
7685;20/01/2019 - 01:00;109,935;38,01;0;0,94510406;Fora Ponta
7684;20/01/2019 - 00:45;114,345;40,21499999;0;0,94335758;Fora Ponta
7683;20/01/2019 - 00:30;114,03;40,425;0;0,94252476;Fora Ponta
7682;20/01/2019 - 00:15;113,19;40,215;0;0,94229437;Fora Ponta
7681;20/01/2019 - 00:00;115,71;39,06;0;0,94747273;Fora Ponta
7680;19/01/2019 - 23:45;123,165;41,47499999;0;0,94770931;Fora Ponta
7679;19/01/2019 - 23:30;122,745;40,94999999;0;0,94860212;Fora Ponta
7678;19/01/2019 - 23:15;126,42;41,685;0;0,94970373;Fora Ponta
7677;19/01/2019 - 23:00;127,26;40,425;0;0,95307025;Fora Ponta
7676;19/01/2019 - 22:45;125,37;40,21499999;0;0,95221094;Fora Ponta
7675;19/01/2019 - 22:30;127,575;41,265;0;0,95146475;Fora Ponta
7674;19/01/2019 - 22:15;129,255;41,055;0;0,95307818;Fora Ponta
7673;19/01/2019 - 22:00;131,775;40,73999999;0;0,95538311;Fora Ponta
7672;19/01/2019 - 21:45;131,565;41,895;0;0,95285584;Fora Ponta
7671;19/01/2019 - 21:30;132,09;41,79;0;0,95342217;Fora Ponta
7670;19/01/2019 - 21:15;130,83;40,74;0;0,95477946;Fora Ponta
7669;19/01/2019 - 21:00;130,305;40,425;0;0,95509418;Fora Ponta
7668;19/01/2019 - 20:45;139,335;41,055;0;0,95922726;Fora Ponta
7667;19/01/2019 - 20:30;142,275;41,055;0;0,96079816;Fora Ponta
7666;19/01/2019 - 20:15;143,955;42,105;0;0,95978802;Fora Ponta
7665;19/01/2019 - 20:00;139,44;40,95;0;0,95948046;Fora Ponta
7664;19/01/2019 - 19:45;134,4;40,21499999;0;0,95803203;Fora Ponta
7663;19/01/2019 - 19:30;133,77;40,95;0;0,95619995;Fora Ponta
7662;19/01/2019 - 19:15;134,505;40,425;0;0,95768213;Fora Ponta
7661;19/01/2019 - 19:00;138,39;41,79;0;0,95730495;Fora Ponta
7660;19/01/2019 - 18:45;139,44;43,68;0;0,95427517;Fora Ponta
7659;19/01/2019 - 18:30;135,765;42,63;0;0,95407207;Fora Ponta
7658;19/01/2019 - 18:15;130,725;41,16;0;0,95383705;Fora Ponta
7657;19/01/2019 - 18:00;133,665;41,265;0;0,95550269;Fora Ponta
7656;19/01/2019 - 17:45;133,77;41,265;0;0,95556793;Fora Ponta
7655;19/01/2019 - 17:30;142,17;43,26;0;0,95669099;Fora Ponta
7654;19/01/2019 - 17:15;143,22;44,1;0;0,95571838;Fora Ponta
7653;19/01/2019 - 17:00;146,055;44,31;0;0,95693178;Fora Ponta
7652;19/01/2019 - 16:45;154,35;45,78;0;0,95871912;Fora Ponta
7651;19/01/2019 - 16:30;153,09;44,835;0;0,95968978;Fora Ponta
7650;19/01/2019 - 16:15;151,935;45,78;0;0,95747956;Fora Ponta
7649;19/01/2019 - 16:00;150,675;45,46499999;0;0,95736601;Fora Ponta
7648;19/01/2019 - 15:45;154,245;45,57;0;0,95902173;Fora Ponta
7647;19/01/2019 - 15:30;150,78;44,625;0;0,95888564;Fora Ponta
7646;19/01/2019 - 15:15;147,525;44,51999999;0;0,95735616;Fora Ponta
7645;19/01/2019 - 15:00;149,835;44,415;0;0,95876421;Fora Ponta
7644;19/01/2019 - 14:45;153,93;46,305;0;0,95761027;Fora Ponta
7643;19/01/2019 - 14:30;155,19;46,41;0;0,95807569;Fora Ponta
7642;19/01/2019 - 14:15;159,285;46,515;0;0,95990781;Fora Ponta
7641;19/01/2019 - 14:00;158,235;46,62;0;0,95923363;Fora Ponta
7640;19/01/2019 - 13:45;148,89;44,73;0;0,95771467;Fora Ponta
7639;19/01/2019 - 13:30;150,15;44,625;0;0,95856109;Fora Ponta
7638;19/01/2019 - 13:15;148,68;44,94;0;0,95722884;Fora Ponta
7637;19/01/2019 - 13:00;155,715;45,675;0;0,95957131;Fora Ponta
7636;19/01/2019 - 12:45;149,415;44,41499999;0;0,9585463;Fora Ponta
7635;19/01/2019 - 12:30;146,37;42,83999999;0;0,9597374;Fora Ponta
7634;19/01/2019 - 12:15;145,32;43,47;0;0,95805461;Fora Ponta
7633;19/01/2019 - 12:00;145,74;43,47;0;0,95828112;Fora Ponta
7632;19/01/2019 - 11:45;143,64;43,26;0;0,9575175;Fora Ponta
7631;19/01/2019 - 11:30;140,91;42,315;0;0,95774768;Fora Ponta
7630;19/01/2019 - 11:15;138,6;42;0;0,9570244;Fora Ponta
7629;19/01/2019 - 11:00;142,695;43,05;0;0,95737918;Fora Ponta
7628;19/01/2019 - 10:45;143,43;44,625;0;0,95485237;Fora Ponta
7627;19/01/2019 - 10:30;141,33;42,525;0;0,95759099;Fora Ponta
7626;19/01/2019 - 10:15;141,54;43,155;0;0,95652766;Fora Ponta
7625;19/01/2019 - 10:00;136,815;41,89499999;0;0,9561748;Fora Ponta
7624;19/01/2019 - 09:45;136,08;42,735;0;0,95405987;Fora Ponta
7623;19/01/2019 - 09:30;131,25;41,37;0;0,95374396;Fora Ponta
7622;19/01/2019 - 09:15;132,93;40,53;0;0,95652735;Fora Ponta
7621;19/01/2019 - 09:00;137,445;41,37;0;0,95756415;Fora Ponta
7620;19/01/2019 - 08:45;137,97;42,525;0;0,95563737;Fora Ponta
7619;19/01/2019 - 08:30;131,88;42,21;0;0,95240653;Fora Ponta
7618;19/01/2019 - 08:15;132,72;42,315;0;0,95274742;Fora Ponta
7617;19/01/2019 - 08:00;130,41;41,79;0;0,95229942;Fora Ponta
7616;19/01/2019 - 07:45;134,19;42,735;0;0,95284741;Fora Ponta
7615;19/01/2019 - 07:30;129,15;42,21;0;0,95052165;Fora Ponta
7614;19/01/2019 - 07:15;128,205;41,685;0;0,95099399;Fora Ponta
7613;19/01/2019 - 07:00;123,795;38,84999999;0;0,95411929;Fora Ponta
7612;19/01/2019 - 06:45;126,21;38,745;0;0,95596796;Fora Ponta
7611;19/01/2019 - 06:30;119,595;38,535;0;0,95181095;Fora Ponta
7610;19/01/2019 - 06:15;114,87;36,96;0;0,95193798;Fora Ponta
7609;19/01/2019 - 06:00;118,44;38,01;0;0,95216898;Fora Ponta
7608;19/01/2019 - 05:45;118,65;39,165;0;0,94960363;Fora Ponta
7607;19/01/2019 - 05:30;105,42;35,91;0;0,94658869;Fora Ponta
7606;19/01/2019 - 05:15;100,8;33,285;0;0,94956976;Fora Ponta
7605;19/01/2019 - 05:00;101,43;34,33499999;0;0,94720222;Fora Ponta
7604;19/01/2019 - 04:45;98,7;34,125;0;0,94510554;Fora Ponta
7603;19/01/2019 - 04:30;102,27;36,12;0;0,94291882;Fora Ponta
7602;19/01/2019 - 04:15;98,28;35,28;0;0,94119467;Fora Ponta
7601;19/01/2019 - 04:00;100,59;35,7;0;0,94240774;Fora Ponta
7600;19/01/2019 - 03:45;94,60499999;34,44;0;0,93967156;Fora Ponta
7599;19/01/2019 - 03:30;93,66;34,335;0;0,93889899;Fora Ponta
7598;19/01/2019 - 03:15;94,5;34,33499999;0;0,93988486;Fora Ponta
7597;19/01/2019 - 03:00;91,97999999;33,285;0;0,94032507;Fora Ponta
7596;19/01/2019 - 02:45;94,08;33,495;0;0,94207447;Fora Ponta
