Relatório de Memória de Massa;;;;;;
Descrição: UNIVERSIDADE FEDERAL TRIANG MINEIRO UFTM;;;;;;
Ponto de Medição: 3011467333;;Data de Emissão: 28/01/2019 - 08:28;;;;
Medidor: 22101013;;Data da Leitura: 28/01/2019 - 07:30;;;;
Data Inicial: 01/11/2018 - 00:00;;Data Final: 25/01/2019 - 23:00;;;;
Id;Data do registro;kWh;kVARhInd;kVARhCap;Fator de Potência: ;Posto horário: 
4225;14/02/2018 - 00:00;103,425;35,175;0;0,94674344;Fora Ponta
4224;13/02/2018 - 23:45;102,795;33,59999999;0;0,95051186;Fora Ponta
4223;13/02/2018 - 23:30;96,17999999;35,06999999;0;0,9394936;Fora Ponta
4222;13/02/2018 - 23:15;98,80499999;34,96499999;0;0,94271257;Fora Ponta
4221;13/02/2018 - 23:00;103,425;37,275;0;0,94076559;Fora Ponta
4220;13/02/2018 - 22:45;103,215;36,22499999;0;0,94357367;Fora Ponta
4219;13/02/2018 - 22:30;103,32;34,335;0;0,94897222;Fora Ponta
4218;13/02/2018 - 22:15;105;35,48999999;0;0,94734866;Fora Ponta
4217;13/02/2018 - 22:00;105,525;35,595;0;0,94754582;Fora Ponta
4216;13/02/2018 - 21:45;104,685;33,915;0;0,95132115;Fora Ponta
4215;13/02/2018 - 21:30;106,68;34,545;0;0,95136382;Fora Ponta
4214;13/02/2018 - 21:15;106,05;37,275;0;0,94342065;Fora Ponta
4213;13/02/2018 - 21:00;108,36;37,065;0;0,94617876;Fora Ponta
4212;13/02/2018 - 20:45;112,35;38,11499999;0;0,94698831;Fora Ponta
4211;13/02/2018 - 20:30;110,775;38,43;0;0,94476227;Fora Ponta
4210;13/02/2018 - 20:15;112,56;39,585;0;0,9433634;Fora Ponta
4209;13/02/2018 - 20:00;112,56;39,48;0;0,94363857;Fora Ponta
4208;13/02/2018 - 19:45;116,76;40,215;0;0,94549038;Fora Ponta
4207;13/02/2018 - 19:30;116,025;39,69;0;0,94617088;Fora Ponta
4206;13/02/2018 - 19:15;116,025;38,745;0;0,94851148;Fora Ponta
4205;13/02/2018 - 19:00;118,65;40,95;0;0,94528404;Fora Ponta
4204;13/02/2018 - 18:45;117,075;38,325;0;0,95037422;Fora Ponta
4203;13/02/2018 - 18:30;120,96;40,635;0;0,94794011;Fora Ponta
4202;13/02/2018 - 18:15;125,265;42,41999999;0;0,94716402;Fora Ponta
4201;13/02/2018 - 18:00;127,26;44,83499999;0;0,94317695;Fora Ponta
4200;13/02/2018 - 17:45;127,575;45,885;0;0,9409861;Fora Ponta
4199;13/02/2018 - 17:30;127,785;45,57;0;0,9418994;Fora Ponta
4198;13/02/2018 - 17:15;130,305;45,36;0;0,94441463;Fora Ponta
4197;13/02/2018 - 17:00;128,625;43,785;0;0,94665492;Fora Ponta
4196;13/02/2018 - 16:45;126,105;43,575;0;0,9451637;Fora Ponta
4195;13/02/2018 - 16:30;129,675;44,73;0;0,94534043;Fora Ponta
4194;13/02/2018 - 16:15;133,56;45,36;0;0,94688158;Fora Ponta
4193;13/02/2018 - 16:00;133,875;45,57;0;0,94665954;Fora Ponta
4192;13/02/2018 - 15:45;128,31;43,995;0;0,94593916;Fora Ponta
4191;13/02/2018 - 15:30;127,995;45,045;0;0,94328995;Fora Ponta
4190;13/02/2018 - 15:15;130,515;45,46499999;0;0,94434295;Fora Ponta
4189;13/02/2018 - 15:00;131,775;44,94;0;0,94647353;Fora Ponta
4188;13/02/2018 - 14:45;135,24;46,305;0;0,94608107;Fora Ponta
4187;13/02/2018 - 14:30;135,555;45,045;0;0,94897691;Fora Ponta
4186;13/02/2018 - 14:15;136,605;46,83;0;0,94595869;Fora Ponta
4185;13/02/2018 - 14:00;130,62;43,89;0;0,94791855;Fora Ponta
4184;13/02/2018 - 13:45;133,035;45,675;0;0,94580844;Fora Ponta
4183;13/02/2018 - 13:30;133,98;46,095;0;0,94560113;Fora Ponta
4182;13/02/2018 - 13:15;130,83;44,415;0;0,94692087;Fora Ponta
4181;13/02/2018 - 13:00;132,825;45,465;0;0,94610972;Fora Ponta
4180;13/02/2018 - 12:45;125,37;43,36499999;0;0,94506133;Fora Ponta
4179;13/02/2018 - 12:30;125,055;44,30999999;0;0,94258051;Fora Ponta
4178;13/02/2018 - 12:15;123,585;43,995;0;0,94208548;Fora Ponta
4177;13/02/2018 - 12:00;122,535;43,05;0;0,94346697;Fora Ponta
4176;13/02/2018 - 11:45;121,905;41,58;0;0,94645924;Fora Ponta
4175;13/02/2018 - 11:30;119,595;41,37;0;0,9450551;Fora Ponta
4174;13/02/2018 - 11:15;122,01;42,945;0;0,94327473;Fora Ponta
4173;13/02/2018 - 11:00;123,69;43,26;0;0,94393328;Fora Ponta
4172;13/02/2018 - 10:45;123,9;43,05;0;0,94460474;Fora Ponta
4171;13/02/2018 - 10:30;125,16;45,25499999;0;0,9404138;Fora Ponta
4170;13/02/2018 - 10:15;123,69;45,14999999;0;0,93937362;Fora Ponta
4169;13/02/2018 - 10:00;126;44,625;0;0,94262722;Fora Ponta
4168;13/02/2018 - 09:45;126,945;45,045;0;0,94242774;Fora Ponta
4167;13/02/2018 - 09:30;122,955;41,79;0;0,94680723;Fora Ponta
4166;13/02/2018 - 09:15;130,41;43,995;0;0,94753272;Fora Ponta
4165;13/02/2018 - 09:00;133,98;44,835;0;0,94831104;Fora Ponta
4164;13/02/2018 - 08:45;127,785;44,09999999;0;0,9452904;Fora Ponta
4163;13/02/2018 - 08:30;126,105;44,1;0;0,94394409;Fora Ponta
4162;13/02/2018 - 08:15;127,785;43,15499999;0;0,94743034;Fora Ponta
4161;13/02/2018 - 08:00;129,78;44,415;0;0,94612696;Fora Ponta
4160;13/02/2018 - 07:45;133,98;46,19999999;0;0,94537298;Fora Ponta
4159;13/02/2018 - 07:30;126,105;44,83499999;0;0,94222019;Fora Ponta
4158;13/02/2018 - 07:15;124,845;45,46499999;0;0,9396318;Fora Ponta
4157;13/02/2018 - 07:00;122,43;44,30999999;0;0,94031034;Fora Ponta
4156;13/02/2018 - 06:45;113,82;41,055;0;0,94067704;Fora Ponta
4155;13/02/2018 - 06:30;116,34;41,89499999;0;0,94085493;Fora Ponta
4154;13/02/2018 - 06:15;124,425;43,26;0;0,9445398;Fora Ponta
4153;13/02/2018 - 06:00;115,605;42,21;0;0,93934423;Fora Ponta
4152;13/02/2018 - 05:45;108,15;38,745;0;0,94141059;Fora Ponta
4151;13/02/2018 - 05:30;100,38;37,065;0;0,93809156;Fora Ponta
4150;13/02/2018 - 05:15;98,175;35,91;0;0,93914656;Fora Ponta
4149;13/02/2018 - 05:00;100,59;36,75;0;0,93927707;Fora Ponta
4148;13/02/2018 - 04:45;97,86;36,33;0;0,93748154;Fora Ponta
4147;13/02/2018 - 04:30;96,285;34,125;0;0,94255307;Fora Ponta
4146;13/02/2018 - 04:15;99,01499999;35,69999999;0;0,94072197;Fora Ponta
4145;13/02/2018 - 04:00;99,75;36,12;0;0,94025492;Fora Ponta
4144;13/02/2018 - 03:45;98,595;34,23;0;0,94468665;Fora Ponta
4143;13/02/2018 - 03:30;99,225;33,915;0;0,94625272;Fora Ponta
4142;13/02/2018 - 03:15;92,295;33,18;0;0,94103744;Fora Ponta
4141;13/02/2018 - 03:00;92,19;33,075;0;0,94125584;Fora Ponta
4140;13/02/2018 - 02:45;89,88;32,86499999;0;0,93918328;Fora Ponta
4139;13/02/2018 - 02:30;88,725;32,55;0;0,93881645;Fora Ponta
4138;13/02/2018 - 02:15;88,61999999;32,025;0;0,94047476;Fora Ponta
4137;13/02/2018 - 02:00;88,83;31,60499999;0;0,94214436;Fora Ponta
4136;13/02/2018 - 01:45;89,25;31,81499999;0;0,94194231;Fora Ponta
4135;13/02/2018 - 01:30;88,83;30,66;0;0,94527794;Fora Ponta
4134;13/02/2018 - 01:15;91,76999999;29,925;0;0,95072983;Fora Ponta
4133;13/02/2018 - 01:00;96,285;30,45;0;0,95345686;Fora Ponta
4132;13/02/2018 - 00:45;96,6;31,29;0;0,95133757;Fora Ponta
4131;13/02/2018 - 00:30;96,49499999;30,45;0;0,95364537;Fora Ponta
4130;13/02/2018 - 00:15;100,8;31,29;0;0,95504471;Fora Ponta
4129;13/02/2018 - 00:00;95,75999999;29,82;0;0,95477755;Fora Ponta
4128;12/02/2018 - 23:45;95,445;29,18999999;0;0,95627804;Fora Ponta
4127;12/02/2018 - 23:30;95,235;29,505;0;0,95520794;Fora Ponta
4126;12/02/2018 - 23:15;98,80499999;30,65999999;0;0,95507404;Fora Ponta
4125;12/02/2018 - 23:00;101,85;31,29;0;0,95590676;Fora Ponta
4124;12/02/2018 - 22:45;106,89;32,12999999;0;0,95767079;Fora Ponta
4123;12/02/2018 - 22:30;103,53;33,80999999;0;0,95059384;Fora Ponta
4122;12/02/2018 - 22:15;99,32999999;33,18;0;0,94848258;Fora Ponta
4121;12/02/2018 - 22:00;104,475;35,48999999;0;0,94685971;Fora Ponta
4120;12/02/2018 - 21:45;106,995;36,855;0;0,94548139;Fora Ponta
4119;12/02/2018 - 21:30;106,575;35,595;0;0,94849623;Fora Ponta
4118;12/02/2018 - 21:15;108,465;36,95999999;0;0,9465547;Fora Ponta
4117;12/02/2018 - 21:00;110,775;39,795;0;0,94111463;Fora Ponta
4116;12/02/2018 - 20:45;110,04;38,11499999;0;0,94492173;Fora Ponta
4115;12/02/2018 - 20:30;108,36;36,855;0;0,94673918;Fora Ponta
4114;12/02/2018 - 20:15;108,15;36,64499999;0;0,94710851;Fora Ponta
4113;12/02/2018 - 20:00;109,725;38,325;0;0,94406942;Ponta
4112;12/02/2018 - 19:45;110,25;38,535;0;0,94399843;Ponta
4111;12/02/2018 - 19:30;108,78;38,535;0;0,94260336;Ponta
4110;12/02/2018 - 19:15;106,47;35,385;0;0,94896368;Ponta
4109;12/02/2018 - 19:00;106,47;35,69999999;0;0,94812078;Ponta
4108;12/02/2018 - 18:45;109,62;36,96;0;0,94758848;Ponta
4107;12/02/2018 - 18:30;113,085;38,84999999;0;0,94574563;Ponta
4106;12/02/2018 - 18:15;112,875;39,06;0;0,94501742;Ponta
4105;12/02/2018 - 18:00;114,45;39,795;0;0,94453186;Ponta
4104;12/02/2018 - 17:45;118,965;41,79;0;0,94348125;Ponta
4103;12/02/2018 - 17:30;119,07;40,74;0;0,94615053;Ponta
4102;12/02/2018 - 17:15;121,38;42,83999999;0;0,94299033;Ponta
4101;12/02/2018 - 17:00;123,9;45,56999999;0;0,93853308;Fora Ponta
4100;12/02/2018 - 16:45;128,31;46,72499999;0;0,93963616;Fora Ponta
4099;12/02/2018 - 16:30;126,84;45,46499999;0;0,94135341;Fora Ponta
4098;12/02/2018 - 16:15;120,54;42,735;0;0,94251952;Fora Ponta
4097;12/02/2018 - 16:00;122,43;45,46499999;0;0,93744776;Fora Ponta
4096;12/02/2018 - 15:45;120,015;44,625;0;0,93730285;Fora Ponta
4095;12/02/2018 - 15:30;120,435;44,625;0;0,93769944;Fora Ponta
4094;12/02/2018 - 15:15;124,005;43,365;0;0,94394554;Fora Ponta
4093;12/02/2018 - 15:00;125,58;43,785;0;0,94425156;Fora Ponta
4092;12/02/2018 - 14:45;125,58;42,84;0;0,94644425;Fora Ponta
4091;12/02/2018 - 14:30;128,94;44,30999999;0;0,94571618;Fora Ponta
4090;12/02/2018 - 14:15;128,835;44,415;0;0,94539754;Fora Ponta
4089;12/02/2018 - 14:00;132,195;46,83;0;0,94260268;Fora Ponta
4088;12/02/2018 - 13:45;132,51;47,46;0;0,94143773;Fora Ponta
4087;12/02/2018 - 13:30;129,78;45,15;0;0,94447617;Fora Ponta
4086;12/02/2018 - 13:15;134,925;45,25499999;0;0,94809139;Fora Ponta
4085;12/02/2018 - 13:00;137,13;47,25;0;0,94544988;Fora Ponta
4084;12/02/2018 - 12:45;132,72;46,62;0;0,94348537;Fora Ponta
4083;12/02/2018 - 12:30;126,84;43,88999999;0;0,94502327;Fora Ponta
4082;12/02/2018 - 12:15;125,79;42,84;0;0,94660886;Fora Ponta
4081;12/02/2018 - 12:00;124,845;43,155;0;0,94512774;Fora Ponta
4080;12/02/2018 - 11:45;123,165;42,63;0;0,94499565;Fora Ponta
4079;12/02/2018 - 11:30;126,525;43,15499999;0;0,9464611;Fora Ponta
4078;12/02/2018 - 11:15;126,84;44,09999999;0;0,94453898;Fora Ponta
4077;12/02/2018 - 11:00;127,365;43,575;0;0,94615769;Fora Ponta
4076;12/02/2018 - 10:45;124,11;43,57499999;0;0,94353433;Fora Ponta
4075;12/02/2018 - 10:30;123,795;42,735;0;0,94526216;Fora Ponta
4074;12/02/2018 - 10:15;121,905;42,63;0;0,94394705;Fora Ponta
4073;12/02/2018 - 10:00;122,43;43,785;0;0,94159566;Fora Ponta
4072;12/02/2018 - 09:45;119,385;41,055;0;0,94564664;Fora Ponta
4071;12/02/2018 - 09:30;119,385;40,53;0;0,94691986;Fora Ponta
4070;12/02/2018 - 09:15;116,025;40,52999999;0;0,94405797;Fora Ponta
4069;12/02/2018 - 09:00;120,225;42,94499999;0;0,9417233;Fora Ponta
4068;12/02/2018 - 08:45;119,91;40,845;0;0,9465907;Fora Ponta
4067;12/02/2018 - 08:30;126,105;43,05;0;0,94637336;Fora Ponta
4066;12/02/2018 - 08:15;126;44,205;0;0,94361291;Fora Ponta
4065;12/02/2018 - 08:00;125,475;44,94;0;0,94143852;Fora Ponta
4064;12/02/2018 - 07:45;126,945;45,885;0;0,94045031;Fora Ponta
4063;12/02/2018 - 07:30;125,79;45,15;0;0,94120748;Fora Ponta
4062;12/02/2018 - 07:15;130,935;46,19999999;0;0,94301825;Fora Ponta
4061;12/02/2018 - 07:00;124,95;43,995;0;0,94323883;Fora Ponta
4060;12/02/2018 - 06:45;112,77;42;0;0,93711569;Fora Ponta
4059;12/02/2018 - 06:30;110,775;43,365;0;0,93119067;Fora Ponta
4058;12/02/2018 - 06:15;110,25;43,89;0;0,92908567;Fora Ponta
4057;12/02/2018 - 06:00;103,32;39,69;0;0,93349222;Fora Ponta
4056;12/02/2018 - 05:45;100,59;38,22;0;0,93479654;Fora Ponta
4055;12/02/2018 - 05:30;98,17499999;37,69499999;0;0,93355131;Fora Ponta
4054;12/02/2018 - 05:15;97,22999999;38,64;0;0,9293049;Fora Ponta
4053;12/02/2018 - 05:00;95,75999999;37,065;0;0,9325792;Fora Ponta
4052;12/02/2018 - 04:45;92,715;35,595;0;0,93356342;Fora Ponta
4051;12/02/2018 - 04:30;96,285;36,95999999;0;0,93358155;Fora Ponta
4050;12/02/2018 - 04:15;91,35;36,54;0;0,92847669;Fora Ponta
4049;12/02/2018 - 04:00;86,835;32,235;0;0,93748868;Fora Ponta
4048;12/02/2018 - 03:45;85,99499999;31,815;0;0,93787302;Fora Ponta
4047;12/02/2018 - 03:30;86,31;31,395;0;0,93976003;Fora Ponta
4046;12/02/2018 - 03:15;89,565;31,81499999;0;0,94231538;Fora Ponta
4045;12/02/2018 - 03:00;90,3;32,76;0;0,94004847;Fora Ponta
4044;12/02/2018 - 02:45;85,785;31,81499999;0;0,93759639;Fora Ponta
4043;12/02/2018 - 02:30;87,255;32,86499999;0;0,93581911;Fora Ponta
4042;12/02/2018 - 02:15;88,725;32,655;0;0,93845683;Fora Ponta
4041;12/02/2018 - 02:00;89,03999999;32,655;0;0,93885245;Fora Ponta
4040;12/02/2018 - 01:45;90,615;32,76;0;0,94042812;Fora Ponta
4039;12/02/2018 - 01:30;88,83;32,76;0;0,93822945;Fora Ponta
4038;12/02/2018 - 01:15;90,3;33,18;0;0,93864091;Fora Ponta
4037;12/02/2018 - 01:00;92,505;33,495;0;0,94025995;Fora Ponta
4036;12/02/2018 - 00:45;91,455;32,235;0;0,94313018;Fora Ponta
4035;12/02/2018 - 00:30;99,85499999;33,495;0;0,94808344;Fora Ponta
4034;12/02/2018 - 00:15;100,275;34,44;0;0,94577219;Fora Ponta
4033;12/02/2018 - 00:00;98,07;34,335;0;0,94382684;Fora Ponta
4032;11/02/2018 - 23:45;102,375;34,54499999;0;0,94751068;Fora Ponta
4031;11/02/2018 - 23:30;99,75;33,705;0;0,94737891;Fora Ponta
4030;11/02/2018 - 23:15;99,96;34,965;0;0,94392017;Fora Ponta
4029;11/02/2018 - 23:00;101,64;34,125;0;0,94799553;Fora Ponta
4028;11/02/2018 - 22:45;105,63;36,96;0;0,9438876;Fora Ponta
4027;11/02/2018 - 22:30;104,58;36,54;0;0,94403554;Fora Ponta
4026;11/02/2018 - 22:15;111,195;37,065;0;0,94868329;Fora Ponta
4025;11/02/2018 - 22:00;111,3;38,325;0;0,94551508;Fora Ponta
4024;11/02/2018 - 21:45;105,105;36,64499999;0;0,94425474;Fora Ponta
4023;11/02/2018 - 21:30;108,78;37,8;0;0,94459515;Fora Ponta
4022;11/02/2018 - 21:15;107,835;37,58999999;0;0,9442733;Fora Ponta
4021;11/02/2018 - 21:00;106,155;36,96;0;0,94439593;Fora Ponta
4020;11/02/2018 - 20:45;107,52;36,33;0;0,94738009;Fora Ponta
4019;11/02/2018 - 20:30;109,41;37,275;0;0,94657322;Fora Ponta
4018;11/02/2018 - 20:15;110,04;38,22;0;0,94464262;Fora Ponta
4017;11/02/2018 - 20:00;106,47;35,69999999;0;0,94812078;Fora Ponta
4016;11/02/2018 - 19:45;108,78;35,27999999;0;0,95122281;Fora Ponta
4015;11/02/2018 - 19:30;109,935;37,275;0;0,94704257;Fora Ponta
4014;11/02/2018 - 19:15;106,155;36,33;0;0,94612626;Fora Ponta
4013;11/02/2018 - 19:00;112,98;38,84999999;0;0,94565282;Fora Ponta
4012;11/02/2018 - 18:45;112,77;39,69;0;0,94328183;Fora Ponta
4011;11/02/2018 - 18:30;112,665;40,11;0;0,94207912;Fora Ponta
4010;11/02/2018 - 18:15;110,775;40,11;0;0,94026093;Fora Ponta
4009;11/02/2018 - 18:00;113,295;40,73999999;0;0,94100964;Fora Ponta
4008;11/02/2018 - 17:45;113,925;41,16;0;0,94050004;Fora Ponta
4007;11/02/2018 - 17:30;119,91;41,47499999;0;0,94506475;Fora Ponta
4006;11/02/2018 - 17:15;123,69;42;0;0,94690005;Fora Ponta
4005;11/02/2018 - 17:00;119,91;40,845;0;0,9465907;Fora Ponta
4004;11/02/2018 - 16:45;118,23;40,845;0;0,94518549;Fora Ponta
4003;11/02/2018 - 16:30;121,065;40,32;0;0,94876555;Fora Ponta
4002;11/02/2018 - 16:15;123,48;38,955;0;0,95366841;Fora Ponta
4001;11/02/2018 - 16:00;123,9;40,635;0;0,95020218;Fora Ponta
4000;11/02/2018 - 15:45;120,435;40,11;0;0,94876598;Fora Ponta
3999;11/02/2018 - 15:30;122,535;41,055;0;0,94819466;Fora Ponta
3998;11/02/2018 - 15:15;122,115;39,69;0;0,95102805;Fora Ponta
3997;11/02/2018 - 15:00;125,16;41,89499999;0;0,94828477;Fora Ponta
3996;11/02/2018 - 14:45;129,045;43,575;0;0,94744263;Fora Ponta
3995;11/02/2018 - 14:30;133,35;42,945;0;0,95185685;Fora Ponta
3994;11/02/2018 - 14:15;130,725;41,37;0;0,9533973;Fora Ponta
3993;11/02/2018 - 14:00;129,465;41,475;0;0,95232544;Fora Ponta
3992;11/02/2018 - 13:45;126;43,155;0;0,94604955;Fora Ponta
3991;11/02/2018 - 13:30;123,9;42,62999999;0;0,94559417;Fora Ponta
3990;11/02/2018 - 13:15;121,275;40,11;0;0,94942051;Fora Ponta
3989;11/02/2018 - 13:00;124,635;42,525;0;0,94642714;Fora Ponta
3988;11/02/2018 - 12:45;125,16;41,89499999;0;0,94828477;Fora Ponta
3987;11/02/2018 - 12:30;123,795;42,525;0;0,94575593;Fora Ponta
3986;11/02/2018 - 12:15;127,155;44,83499999;0;0,94309093;Fora Ponta
3985;11/02/2018 - 12:00;122,43;42,735;0;0,94413574;Fora Ponta
3984;11/02/2018 - 11:45;118,02;40,53;0;0,94578356;Fora Ponta
3983;11/02/2018 - 11:30;116,445;39,69;0;0,94652795;Fora Ponta
3982;11/02/2018 - 11:15;114,555;39,05999999;0;0,94649212;Fora Ponta
3981;11/02/2018 - 11:00;119,595;41,47499999;0;0,94479854;Fora Ponta
3980;11/02/2018 - 10:45;117,915;41,265;0;0,94387145;Fora Ponta
3979;11/02/2018 - 10:30;115,92;40,52999999;0;0,94396494;Fora Ponta
3978;11/02/2018 - 10:15;115,71;40,73999999;0;0,94324289;Fora Ponta
3977;11/02/2018 - 10:00;119,91;42,525;0;0,94248646;Fora Ponta
3976;11/02/2018 - 09:45;115,71;40,21499999;0;0,94457771;Fora Ponta
3975;11/02/2018 - 09:30;118,23;41,89499999;0;0,94257233;Fora Ponta
3974;11/02/2018 - 09:15;116,235;41,475;0;0,94183811;Fora Ponta
3973;11/02/2018 - 09:00;119,175;42,315;0;0,94236019;Fora Ponta
3972;11/02/2018 - 08:45;123,165;42,315;0;0,9457408;Fora Ponta
3971;11/02/2018 - 08:30;116,445;43,57499999;0;0,93657189;Fora Ponta
3970;11/02/2018 - 08:15;108,15;39,06;0;0,94053769;Fora Ponta
3969;11/02/2018 - 08:00;108,465;38,955;0;0,94114265;Fora Ponta
3968;11/02/2018 - 07:45;108,36;41,79;0;0,933019;Fora Ponta
3967;11/02/2018 - 07:30;107,73;41,265;0;0,93383734;Fora Ponta
3966;11/02/2018 - 07:15;106,155;40,73999999;0;0,93360716;Fora Ponta
3965;11/02/2018 - 07:00;110,46;40,635;0;0,93851055;Fora Ponta
3964;11/02/2018 - 06:45;113,19;40,94999999;0;0,94035247;Fora Ponta
3963;11/02/2018 - 06:30;104,895;41,265;0;0,93058155;Fora Ponta
3962;11/02/2018 - 06:15;106,155;41,58;0;0,93112043;Fora Ponta
3961;11/02/2018 - 06:00;99,53999999;37,37999999;0;0,93616674;Fora Ponta
3960;11/02/2018 - 05:45;99,85499999;37,16999999;0;0,9371769;Fora Ponta
3959;11/02/2018 - 05:30;94,28999999;34,65;0;0,93862832;Fora Ponta
3958;11/02/2018 - 05:15;89,985;33,075;0;0,93860463;Fora Ponta
3957;11/02/2018 - 05:00;90,72;34,23;0;0,93561521;Fora Ponta
3956;11/02/2018 - 04:45;94,185;35,07;0;0,93714241;Fora Ponta
3955;11/02/2018 - 04:30;92,085;34,23;0;0,93733553;Fora Ponta
3954;11/02/2018 - 04:15;91,035;33,6;0;0,93813973;Fora Ponta
3953;11/02/2018 - 04:00;92,19;34,65;0;0,93606603;Fora Ponta
3952;11/02/2018 - 03:45;88,19999999;31,60499999;0;0,94138641;Fora Ponta
3951;11/02/2018 - 03:30;85,785;30,975;0;0,94056411;Fora Ponta
3950;11/02/2018 - 03:15;85,57499999;30,86999999;0;0,9406665;Fora Ponta
3949;11/02/2018 - 03:00;85,25999999;29,085;0;0,94644544;Fora Ponta
3948;11/02/2018 - 02:45;88,30499999;29,715;0;0,94777787;Fora Ponta
3947;11/02/2018 - 02:30;89,145;28,875;0;0,95133828;Fora Ponta
3946;11/02/2018 - 02:15;94,91999999;30,765;0;0,95128122;Fora Ponta
3945;11/02/2018 - 02:00;97,02;31,815;0;0,95021456;Fora Ponta
3944;11/02/2018 - 01:45;91,56;32,12999999;0;0,94358811;Fora Ponta
3943;11/02/2018 - 01:30;89,46;30,975;0;0,94495969;Fora Ponta
3942;11/02/2018 - 01:15;89,145;31,81499999;0;0,94181718;Fora Ponta
3941;11/02/2018 - 01:00;89,98499999;32,33999999;0;0,94106925;Fora Ponta
3940;11/02/2018 - 00:45;86,835;29,505;0;0,94683553;Fora Ponta
3939;11/02/2018 - 00:30;88,62;31,92;0;0,94083055;Fora Ponta
3938;11/02/2018 - 00:15;90,50999999;32,025;0;0,94272756;Fora Ponta
3937;11/02/2018 - 00:00;91,875;31,60499999;0;0,94561389;Fora Ponta
3936;10/02/2018 - 23:45;95,13;33,285;0;0,94389083;Fora Ponta
3935;10/02/2018 - 23:30;94,28999999;33,285;0;0,94297094;Fora Ponta
3934;10/02/2018 - 23:15;96,07499999;33,075;0;0,94553758;Fora Ponta
3933;10/02/2018 - 23:00;96,285;33,705;0;0,9438423;Fora Ponta
3932;10/02/2018 - 22:45;99,12;34,96499999;0;0,94304564;Fora Ponta
3931;10/02/2018 - 22:30;100,59;34,33499999;0;0,94638669;Fora Ponta
3930;10/02/2018 - 22:15;101,22;36,54;0;0,94058852;Fora Ponta
3929;10/02/2018 - 22:00;102,48;36,75;0;0,94130471;Fora Ponta
3928;10/02/2018 - 21:45;105,84;38,22;0;0,94055389;Fora Ponta
3927;10/02/2018 - 21:30;106,05;38,42999999;0;0,94017334;Fora Ponta
3926;10/02/2018 - 21:15;107,1;38,535;0;0,94094619;Fora Ponta
3925;10/02/2018 - 21:00;108,99;39,69;0;0,93963474;Fora Ponta
3924;10/02/2018 - 20:45;112,245;40,53;0;0,9405617;Fora Ponta
3923;10/02/2018 - 20:30;110,67;40,00499999;0;0,940443;Fora Ponta
3922;10/02/2018 - 20:15;112,455;40,635;0;0,94048374;Fora Ponta
3921;10/02/2018 - 20:00;114,345;39,375;0;0,94551129;Fora Ponta
3920;10/02/2018 - 19:45;110,88;38,22;0;0,94541103;Fora Ponta
3919;10/02/2018 - 19:30;109,095;37,065;0;0,94684493;Fora Ponta
3918;10/02/2018 - 19:15;111,195;39,06;0;0,94348272;Fora Ponta
3917;10/02/2018 - 19:00;112,035;39,375;0;0,94343024;Fora Ponta
3916;10/02/2018 - 18:45;113,505;39,69;0;0,94395361;Fora Ponta
3915;10/02/2018 - 18:30;113,19;41,055;0;0,94007318;Fora Ponta
3914;10/02/2018 - 18:15;112,77;41,055;0;0,93966563;Fora Ponta
3913;10/02/2018 - 18:00;115,185;42,525;0;0,93810929;Fora Ponta
3912;10/02/2018 - 17:45;116,76;42,945;0;0,9385303;Fora Ponta
3911;10/02/2018 - 17:30;113,085;40,53;0;0,94136559;Fora Ponta
3910;10/02/2018 - 17:15;116,97;43,47;0;0,93736248;Fora Ponta
3909;10/02/2018 - 17:00;120,33;43,155;0;0,94129508;Fora Ponta
3908;10/02/2018 - 16:45;122,01;41,79;0;0,94604581;Fora Ponta
3907;10/02/2018 - 16:30;120,015;41,265;0;0,94566275;Fora Ponta
3906;10/02/2018 - 16:15;121,17;41,58;0;0,94585969;Fora Ponta
3905;10/02/2018 - 16:00;127,05;43,995;0;0,94494892;Fora Ponta
3904;10/02/2018 - 15:45;127,575;43,785;0;0,94584354;Fora Ponta
3903;10/02/2018 - 15:30;127,89;43,365;0;0,94703782;Fora Ponta
3902;10/02/2018 - 15:15;127,365;43,47;0;0,9463964;Fora Ponta
3901;10/02/2018 - 15:00;128,205;44,51999999;0;0,94466367;Fora Ponta
3900;10/02/2018 - 14:45;124,32;42,735;0;0,94568659;Fora Ponta
3899;10/02/2018 - 14:30;122,535;41,05499999;0;0,94819466;Fora Ponta
3898;10/02/2018 - 14:15;126,735;41,89499999;0;0,94946699;Fora Ponta
3897;10/02/2018 - 14:00;127,365;42,62999999;0;0,94829168;Fora Ponta
3896;10/02/2018 - 13:45;122,85;43,05;0;0,94373253;Fora Ponta
3895;10/02/2018 - 13:30;116,97;41,265;0;0,9430372;Fora Ponta
3894;10/02/2018 - 13:15;122,955;44,09999999;0;0,94128639;Fora Ponta
3893;10/02/2018 - 13:00;125,265;44,51999999;0;0,942259;Fora Ponta
3892;10/02/2018 - 12:45;127,155;44,625;0;0,94357862;Fora Ponta
3891;10/02/2018 - 12:30;129,36;44,31;0;0,94604013;Fora Ponta
3890;10/02/2018 - 12:15;126,105;43,05;0;0,94637336;Fora Ponta
3889;10/02/2018 - 12:00;124,635;44,205;0;0,94247616;Fora Ponta
3888;10/02/2018 - 11:45;123,585;43,155;0;0,94409571;Fora Ponta
3887;10/02/2018 - 11:30;122,115;41,89499999;0;0,94588176;Fora Ponta
