Relatório de Memória de Massa;;;;;;
Descrição: UNIVERSIDADE FEDERAL TRIANG MINEIRO UFTM;;;;;;
Ponto de Medição: 3011467333;;Data de Emissão: 28/01/2019 - 08:28;;;;
Medidor: 22101013;;Data da Leitura: 28/01/2019 - 07:30;;;;
Data Inicial: 01/11/2018 - 00:00;;Data Final: 25/01/2019 - 23:00;;;;
Id;Data do registro;kWh;kVARhInd;kVARhCap;Fator de Potência: ;Posto horário: 
4956;21/02/2018 - 14:45;217,665;58,59;0;0,96562924;Fora Ponta
4955;21/02/2018 - 14:30;212,1;56,91;0;0,96583699;Fora Ponta
4954;21/02/2018 - 14:15;207,69;57,12;0;0,96419916;Fora Ponta
4953;21/02/2018 - 14:00;207,375;57,64499999;0;0,96346897;Fora Ponta
4952;21/02/2018 - 13:45;204,645;58,16999999;0;0,96189554;Fora Ponta
4951;21/02/2018 - 13:30;201,18;55,75499999;0;0,96367626;Fora Ponta
4950;21/02/2018 - 13:15;195,3;52,28999999;0;0,96597585;Fora Ponta
4949;21/02/2018 - 13:00;190,995;53,025;0;0,96355584;Fora Ponta
4948;21/02/2018 - 12:45;186,795;53,235;0;0,96170732;Fora Ponta
4947;21/02/2018 - 12:30;183,75;51,55499999;0;0,96282103;Fora Ponta
4946;21/02/2018 - 12:15;187,53;53,44499999;0;0,96170661;Fora Ponta
4945;21/02/2018 - 12:00;189,525;53,97;0;0,96176485;Fora Ponta
4944;21/02/2018 - 11:45;188,16;54,39;0;0,9606697;Fora Ponta
4943;21/02/2018 - 11:30;191,73;55,96499999;0;0,95994109;Fora Ponta
4942;21/02/2018 - 11:15;192,675;53,55;0;0,96348028;Fora Ponta
4941;21/02/2018 - 11:00;198,03;54,39;0;0,96429031;Fora Ponta
4940;21/02/2018 - 10:45;194,04;53,12999999;0;0,96449835;Fora Ponta
4939;21/02/2018 - 10:30;192,15;52,70999999;0;0,96437361;Fora Ponta
4938;21/02/2018 - 10:15;195,825;52,92;0;0,96537043;Fora Ponta
4937;21/02/2018 - 10:00;196,14;52,71;0;0,96573545;Fora Ponta
4936;21/02/2018 - 09:45;190,68;51,975;0;0,96480059;Fora Ponta
4935;21/02/2018 - 09:30;184,905;52,18499999;0;0,96240572;Fora Ponta
4934;21/02/2018 - 09:15;188,37;53,55;0;0,96188729;Fora Ponta
4933;21/02/2018 - 09:00;183,54;53,12999999;0;0,96056426;Fora Ponta
4932;21/02/2018 - 08:45;180,285;54,915;0;0,95660638;Fora Ponta
4931;21/02/2018 - 08:30;173,355;50,61;0;0,95992833;Fora Ponta
4930;21/02/2018 - 08:15;168,735;50,08499999;0;0,95865958;Fora Ponta
4929;21/02/2018 - 08:00;165,9;51,03;0;0,95580516;Fora Ponta
4928;21/02/2018 - 07:45;164,325;51,66;0;0,9539688;Fora Ponta
4927;21/02/2018 - 07:30;155,19;47,87999999;0;0,95555507;Fora Ponta
4926;21/02/2018 - 07:15;149,73;45,56999999;0;0,95667388;Fora Ponta
4925;21/02/2018 - 07:00;142,38;44,09999999;0;0,95522902;Fora Ponta
4924;21/02/2018 - 06:45;122,325;39,69;0;0,95118395;Fora Ponta
4923;21/02/2018 - 06:30;114,45;39,165;0;0,94613599;Fora Ponta
4922;21/02/2018 - 06:15;107,31;36,64499999;0;0,94634294;Fora Ponta
4921;21/02/2018 - 06:00;97,02;33,285;0;0,94588311;Fora Ponta
4920;21/02/2018 - 05:45;97,54499999;33,915;0;0,94453793;Fora Ponta
4919;21/02/2018 - 05:30;96,705;34,23;0;0,9426876;Fora Ponta
4918;21/02/2018 - 05:15;98,07;34,44;0;0,94351136;Fora Ponta
4917;21/02/2018 - 05:00;93,44999999;34,44;0;0,93830711;Fora Ponta
4916;21/02/2018 - 04:45;87,465;31,395;0;0,94120388;Fora Ponta
4915;21/02/2018 - 04:30;87,99;32,34;0;0,93861055;Fora Ponta
4914;21/02/2018 - 04:15;90,195;34,75499999;0;0,93312144;Fora Ponta
4913;21/02/2018 - 04:00;88,095;33,81;0;0,93360347;Fora Ponta
4912;21/02/2018 - 03:45;91,97999999;35,28;0;0,93367485;Fora Ponta
4911;21/02/2018 - 03:30;90,405;35,49;0;0,93084344;Fora Ponta
4910;21/02/2018 - 03:15;94,815;36,225;0;0,93414315;Fora Ponta
4909;21/02/2018 - 03:00;98,07;37,485;0;0,93409107;Fora Ponta
4908;21/02/2018 - 02:45;95,13;37,695;0;0,92967486;Fora Ponta
4907;21/02/2018 - 02:30;94,71;37,69499999;0;0,92911466;Fora Ponta
4906;21/02/2018 - 02:15;97,22999999;38,325;0;0,93033569;Fora Ponta
4905;21/02/2018 - 02:00;94,815;38,64;0;0,92605253;Fora Ponta
4904;21/02/2018 - 01:45;93,24;36,225;0;0,93212281;Fora Ponta
4903;21/02/2018 - 01:30;93,13499999;36,96;0;0,929485;Fora Ponta
4902;21/02/2018 - 01:15;94,5;37,90499999;0;0,92812066;Fora Ponta
4901;21/02/2018 - 01:00;95,75999999;36,64499999;0;0,93395132;Fora Ponta
4900;21/02/2018 - 00:45;95,865;36,855;0;0,93339829;Fora Ponta
4899;21/02/2018 - 00:30;98,17499999;36,12;0;0,93849725;Fora Ponta
4898;21/02/2018 - 00:15;103,425;36,015;0;0,94438032;Fora Ponta
4897;21/02/2018 - 00:00;99,435;34,96499999;0;0,9433759;Fora Ponta
4896;20/02/2018 - 23:45;99,015;34,75499999;0;0,94356158;Fora Ponta
4895;20/02/2018 - 23:30;102,375;36,12;0;0,94302604;Fora Ponta
4894;20/02/2018 - 23:15;99,96;34,125;0;0,94637209;Fora Ponta
4893;20/02/2018 - 23:00;99,53999999;33,81;0;0,94687011;Fora Ponta
4892;20/02/2018 - 22:45;104,79;35,91;0;0,94599578;Fora Ponta
4891;20/02/2018 - 22:30;105,42;36,95999999;0;0,94368237;Fora Ponta
4890;20/02/2018 - 22:15;106,47;36,96;0;0,94469771;Fora Ponta
4889;20/02/2018 - 22:00;108,465;37,485;0;0,94514912;Fora Ponta
4888;20/02/2018 - 21:45;116,445;39,26999999;0;0,94756668;Fora Ponta
4887;20/02/2018 - 21:30;113,925;37,8;0;0,94911977;Fora Ponta
4886;20/02/2018 - 21:15;115,185;38,745;0;0,94781574;Fora Ponta
4885;20/02/2018 - 21:00;113,715;39,26999999;0;0,94522448;Fora Ponta
4884;20/02/2018 - 20:45;111,09;37,38;0;0,94778366;Fora Ponta
4883;20/02/2018 - 20:30;114,66;37,695;0;0,94998013;Fora Ponta
4882;20/02/2018 - 20:15;118,335;40,00499999;0;0,94732979;Fora Ponta
4881;20/02/2018 - 20:00;118,965;41,16;0;0,94503564;Ponta
4880;20/02/2018 - 19:45;121,38;40,73999999;0;0,94802518;Ponta
4879;20/02/2018 - 19:30;124,32;40,635;0;0,95051356;Ponta
4878;20/02/2018 - 19:15;123,375;41,055;0;0,94884467;Ponta
4877;20/02/2018 - 19:00;128,625;40,94999999;0;0,95287468;Ponta
4876;20/02/2018 - 18:45;132,195;41,16;0;0,95478982;Ponta
4875;20/02/2018 - 18:30;135,765;44,205;0;0,95086639;Ponta
4874;20/02/2018 - 18:15;135,24;46,095;0;0,94653059;Ponta
4873;20/02/2018 - 18:00;144,9;48,82499999;0;0,94764821;Ponta
4872;20/02/2018 - 17:45;151,725;50,82;0;0,94822295;Ponta
4871;20/02/2018 - 17:30;145,215;46,83;0;0,95173455;Ponta
4870;20/02/2018 - 17:15;152,565;49,87499999;0;0,95049904;Ponta
4869;20/02/2018 - 17:00;156,135;50,71499999;0;0,95108575;Fora Ponta
4868;20/02/2018 - 16:45;166,11;51,23999999;0;0,9555698;Fora Ponta
4867;20/02/2018 - 16:30;166,845;49,875;0;0,95810794;Fora Ponta
4866;20/02/2018 - 16:15;176,61;49,875;0;0,96236146;Fora Ponta
4865;20/02/2018 - 16:00;182,385;51,03;0;0,96301582;Fora Ponta
4864;20/02/2018 - 15:45;181,86;49,14;0;0,96537856;Fora Ponta
4863;20/02/2018 - 15:30;179,445;49,665;0;0,96376794;Fora Ponta
4862;20/02/2018 - 15:15;183,96;49,34999999;0;0,96584956;Fora Ponta
4861;20/02/2018 - 15:00;185,955;50,50499999;0;0,96503993;Fora Ponta
4860;20/02/2018 - 14:45;183,12;47,775;0;0,96761138;Fora Ponta
4859;20/02/2018 - 14:30;184,905;49,245;0;0,96631685;Fora Ponta
4858;20/02/2018 - 14:15;187,11;49,98;0;0,96612687;Fora Ponta
4857;20/02/2018 - 14:00;181,965;49,66499999;0;0,96471241;Fora Ponta
4856;20/02/2018 - 13:45;180,39;49,66499999;0;0,96412643;Fora Ponta
4855;20/02/2018 - 13:30;177,45;49,455;0;0,9632889;Fora Ponta
4854;20/02/2018 - 13:15;169,575;46,515;0;0,96437694;Fora Ponta
4853;20/02/2018 - 13:00;169,155;46,30499999;0;0,96451469;Fora Ponta
4852;20/02/2018 - 12:45;170,94;47,67;0;0,96324615;Fora Ponta
4851;20/02/2018 - 12:30;168,21;46,83;0;0,96336267;Fora Ponta
4850;20/02/2018 - 12:15;174,51;47,25;0;0,96524468;Fora Ponta
4849;20/02/2018 - 12:00;173,25;49,14;0;0,96205022;Fora Ponta
4848;20/02/2018 - 11:45;178,605;49,875;0;0,96315196;Fora Ponta
4847;20/02/2018 - 11:30;177,345;49,77;0;0,962804;Fora Ponta
4846;20/02/2018 - 11:15;176,505;48,615;0;0,964099;Fora Ponta
4845;20/02/2018 - 11:00;180,81;52,185;0;0,96078357;Fora Ponta
4844;20/02/2018 - 10:45;179,13;52,5;0;0,95963377;Fora Ponta
4843;20/02/2018 - 10:30;180,915;52,5;0;0,96037991;Fora Ponta
4842;20/02/2018 - 10:15;182,49;51,975;0;0,96175331;Fora Ponta
4841;20/02/2018 - 10:00;181,65;49,56;0;0,96473807;Fora Ponta
4840;20/02/2018 - 09:45;179,445;50,925;0;0,96201098;Fora Ponta
4839;20/02/2018 - 09:30;178,605;52,08;0;0,96001896;Fora Ponta
4838;20/02/2018 - 09:15;181,125;51,87;0;0,96135552;Fora Ponta
4837;20/02/2018 - 09:00;179,655;53,235;0;0,95879245;Fora Ponta
4836;20/02/2018 - 08:45;84,10499999;26,985;0;0,95218922;Fora Ponta
4835;20/02/2018 - 08:30;0;0;0;0;Fora Ponta
4834;20/02/2018 - 08:15;0;0;0;0;Fora Ponta
4833;20/02/2018 - 08:00;90,72;26,56499999;0;0,95970088;Fora Ponta
4832;20/02/2018 - 07:45;162,645;48,19499999;0;0,95879186;Fora Ponta
4831;20/02/2018 - 07:30;154,14;46,41;0;0,95753856;Fora Ponta
4830;20/02/2018 - 07:15;145,215;45,885;0;0,95353055;Fora Ponta
4829;20/02/2018 - 07:00;139,125;44,51999999;0;0,95242414;Fora Ponta
4828;20/02/2018 - 06:45;118,545;38,535;0;0,95101549;Fora Ponta
4827;20/02/2018 - 06:30;108,465;36,435;0;0,94794661;Fora Ponta
4826;20/02/2018 - 06:15;99,015;33,705;0;0,94665642;Fora Ponta
4825;20/02/2018 - 06:00;96,70499999;33,59999999;0;0,94460743;Fora Ponta
4824;20/02/2018 - 05:45;96,915;33,075;0;0,94640337;Fora Ponta
4823;20/02/2018 - 05:30;100,38;33,6;0;0,94828577;Fora Ponta
4822;20/02/2018 - 05:15;92,925;30,86999999;0;0,9490045;Fora Ponta
4821;20/02/2018 - 05:00;86,52;29,295;0;0,94717837;Fora Ponta
4820;20/02/2018 - 04:45;85,05;30,03;0;0,94294734;Fora Ponta
4819;20/02/2018 - 04:30;87,78;30,45;0;0,94477089;Fora Ponta
4818;20/02/2018 - 04:15;89,775;30,65999999;0;0,94633334;Fora Ponta
4817;20/02/2018 - 04:00;86,625;28,87499999;0;0,94868329;Fora Ponta
4816;20/02/2018 - 03:45;84,52499999;28,34999999;0;0,94809277;Fora Ponta
4815;20/02/2018 - 03:30;86,625;29,505;0;0,94659776;Fora Ponta
4814;20/02/2018 - 03:15;87,57;31,08;0;0,94240476;Fora Ponta
4813;20/02/2018 - 03:00;91,56;31,605;0;0,94526925;Fora Ponta
4812;20/02/2018 - 02:45;89,145;31,60499999;0;0,942518;Fora Ponta
4811;20/02/2018 - 02:30;90,72;32,13;0;0,94262722;Fora Ponta
4810;20/02/2018 - 02:15;97,125;34,44;0;0,94250023;Fora Ponta
4809;20/02/2018 - 02:00;95,97;34,545;0;0,94090053;Fora Ponta
4808;20/02/2018 - 01:45;95,34;33,495;0;0,94346892;Fora Ponta
4807;20/02/2018 - 01:30;95,97;33,80999999;0;0,94318068;Fora Ponta
4806;20/02/2018 - 01:15;96,49499999;33,39;0;0,94502274;Fora Ponta
4805;20/02/2018 - 01:00;94,815;32,86499999;0;0,94484915;Fora Ponta
4804;20/02/2018 - 00:45;96,6;33,6;0;0,94449679;Fora Ponta
4803;20/02/2018 - 00:30;98,07;34,75499999;0;0,94256104;Fora Ponta
4802;20/02/2018 - 00:15;103,11;34,44;0;0,94848994;Fora Ponta
4801;20/02/2018 - 00:00;107,415;34,86;0;0,9511638;Fora Ponta
4800;19/02/2018 - 23:45;103,425;34,125;0;0,94964299;Fora Ponta
4799;19/02/2018 - 23:30;112,035;36,54;0;0,95071271;Fora Ponta
4798;19/02/2018 - 23:15;114,135;36,33;0;0,95289123;Fora Ponta
4797;19/02/2018 - 23:00;108,465;35,06999999;0;0,95150004;Fora Ponta
4796;19/02/2018 - 22:45;101,85;32,865;0;0,95168087;Fora Ponta
4795;19/02/2018 - 22:30;106,785;34,96499999;0;0,95035191;Fora Ponta
4794;19/02/2018 - 22:15;108,465;37,275;0;0,94571298;Fora Ponta
4793;19/02/2018 - 22:00;108,465;37,58999999;0;0,94486638;Fora Ponta
4792;19/02/2018 - 21:45;110,04;39,165;0;0,94210744;Fora Ponta
4791;19/02/2018 - 21:30;110,145;37,8;0;0,94585106;Fora Ponta
4790;19/02/2018 - 21:15;117,285;39,69;0;0,94723181;Fora Ponta
4789;19/02/2018 - 21:00;118,02;39,165;0;0,94910465;Fora Ponta
4788;19/02/2018 - 20:45;121,17;39,48;0;0,95080372;Fora Ponta
4787;19/02/2018 - 20:30;126,105;42,105;0;0,94852522;Fora Ponta
4786;19/02/2018 - 20:15;129,36;40,425;0;0,95447997;Fora Ponta
4785;19/02/2018 - 20:00;125,16;40,95;0;0,95042283;Ponta
4784;19/02/2018 - 19:45;127,05;40,845;0;0,95201218;Ponta
4783;19/02/2018 - 19:30;123,9;39,48;0;0,95279844;Ponta
4782;19/02/2018 - 19:15;125,58;39,48;0;0,95396763;Ponta
4781;19/02/2018 - 19:00;126,42;38,64;0;0,9563269;Ponta
4780;19/02/2018 - 18:45;130,83;38,01;0;0,96029295;Ponta
4779;19/02/2018 - 18:30;143,115;42,41999999;0;0,95876972;Ponta
4778;19/02/2018 - 18:15;141,75;43,26;0;0,95645051;Ponta
4777;19/02/2018 - 18:00;137,235;43,995;0;0,95226328;Ponta
4776;19/02/2018 - 17:45;149,205;48,93;0;0,95021006;Ponta
4775;19/02/2018 - 17:30;151,095;47,985;0;0,9530909;Ponta
4774;19/02/2018 - 17:15;161,49;51,23999999;0;0,95316964;Ponta
4773;19/02/2018 - 17:00;164,64;49,245;0;0,95806139;Fora Ponta
4772;19/02/2018 - 16:45;168,525;49,98;0;0,95872576;Fora Ponta
4771;19/02/2018 - 16:30;170,73;50,295;0;0,95924329;Fora Ponta
4770;19/02/2018 - 16:15;175,455;48,08999999;0;0,96443007;Fora Ponta
4769;19/02/2018 - 16:00;176,4;48,08999999;0;0,96479032;Fora Ponta
4768;19/02/2018 - 15:45;178,92;47,985;0;0,96586705;Fora Ponta
4767;19/02/2018 - 15:30;184,59;48,51;0;0,96715999;Fora Ponta
4766;19/02/2018 - 15:15;192,57;50,81999999;0;0,96689674;Fora Ponta
4765;19/02/2018 - 15:00;190,89;49,875;0;0,96752112;Fora Ponta
4764;19/02/2018 - 14:45;189,525;50,925;0;0,96574478;Fora Ponta
4763;19/02/2018 - 14:30;186,165;50,505;0;0,96511468;Fora Ponta
4762;19/02/2018 - 14:15;187,11;51,44999999;0;0,9642123;Fora Ponta
4761;19/02/2018 - 14:00;189,63;52,5;0;0,96374691;Fora Ponta
4760;19/02/2018 - 13:45;189;52,185;0;0,96393105;Fora Ponta
4759;19/02/2018 - 13:30;181,965;51,765;0;0,96183747;Fora Ponta
4758;19/02/2018 - 13:15;180,915;49,245;0;0,96489293;Fora Ponta
4757;19/02/2018 - 13:00;178,815;50,39999999;0;0,96249888;Fora Ponta
4756;19/02/2018 - 12:45;176,4;50,29499999;0;0,961675;Fora Ponta
4755;19/02/2018 - 12:30;180,075;50,295;0;0,96313879;Fora Ponta
4754;19/02/2018 - 12:15;184,065;50,61;0;0,96421593;Fora Ponta
4753;19/02/2018 - 12:00;186,9;50,715;0;0,96510085;Fora Ponta
4752;19/02/2018 - 11:45;181,755;50,085;0;0,96406642;Fora Ponta
4751;19/02/2018 - 11:30;180,705;49,875;0;0,96395795;Fora Ponta
4750;19/02/2018 - 11:15;186,9;52,29;0;0,96302018;Fora Ponta
4749;19/02/2018 - 11:00;189,105;53,12999999;0;0,96272491;Fora Ponta
4748;19/02/2018 - 10:45;183,75;50,50499999;0;0,9642406;Fora Ponta
4747;19/02/2018 - 10:30;187,845;50,295;0;0,96597455;Fora Ponta
4746;19/02/2018 - 10:15;190,89;50,505;0;0,96673617;Fora Ponta
4745;19/02/2018 - 10:00;185,115;52,08;0;0,9626287;Fora Ponta
4744;19/02/2018 - 09:45;186,585;54,495;0;0,95989708;Fora Ponta
4743;19/02/2018 - 09:30;185,535;53,025;0;0,96150341;Fora Ponta
4742;19/02/2018 - 09:15;180,6;50,50499999;0;0,96305119;Fora Ponta
4741;19/02/2018 - 09:00;177,555;50,71499999;0;0,9615454;Fora Ponta
4740;19/02/2018 - 08:45;180,39;50,61;0;0,96282419;Fora Ponta
4739;19/02/2018 - 08:30;171,255;48,3;0;0,96245362;Fora Ponta
4738;19/02/2018 - 08:15;171,57;49,34999999;0;0,96103415;Fora Ponta
4737;19/02/2018 - 08:00;173,67;53,025;0;0,95641439;Fora Ponta
4736;19/02/2018 - 07:45;167,685;52,815;0;0,95380805;Fora Ponta
4735;19/02/2018 - 07:30;159,81;49,66499999;0;0,95494769;Fora Ponta
4734;19/02/2018 - 07:15;154,875;48,72;0;0,9539144;Fora Ponta
4733;19/02/2018 - 07:00;133,035;42,525;0;0,95252011;Fora Ponta
4732;19/02/2018 - 06:45;118,965;39,69;0;0,94859954;Fora Ponta
4731;19/02/2018 - 06:30;108,99;36,54;0;0,94813381;Fora Ponta
4730;19/02/2018 - 06:15;101,01;36,12;0;0,94160896;Fora Ponta
4729;19/02/2018 - 06:00;90,72;32,97;0;0,93985692;Fora Ponta
4728;19/02/2018 - 05:45;89,88;32,12999999;0;0,94164231;Fora Ponta
4727;19/02/2018 - 05:30;90,3;31,185;0;0,94522103;Fora Ponta
4726;19/02/2018 - 05:15;90,09;31,91999999;0;0,942584;Fora Ponta
4725;19/02/2018 - 05:00;86,94;30,23999999;0;0,94449679;Fora Ponta
4724;19/02/2018 - 04:45;86,625;29,92499999;0;0,9451902;Fora Ponta
4723;19/02/2018 - 04:30;83,475;29,18999999;0;0,94395087;Fora Ponta
4722;19/02/2018 - 04:15;85,25999999;30,66;0;0,94100554;Fora Ponta
4721;19/02/2018 - 04:00;85,995;30,45;0;0,94264986;Fora Ponta
4720;19/02/2018 - 03:45;84,315;29,81999999;0;0,94277338;Fora Ponta
4719;19/02/2018 - 03:30;83,475;30,23999999;0;0,94020709;Fora Ponta
4718;19/02/2018 - 03:15;87,885;31,08;0;0,9427822;Fora Ponta
4717;19/02/2018 - 03:00;89,46;32,445;0;0,94008302;Fora Ponta
4716;19/02/2018 - 02:45;88,93499999;32,12999999;0;0,94050462;Fora Ponta
4715;19/02/2018 - 02:30;87,04499999;31,29;0;0,94104648;Fora Ponta
4714;19/02/2018 - 02:15;88,935;30,765;0;0,94505238;Fora Ponta
4713;19/02/2018 - 02:00;89,66999999;31,395;0;0,94382389;Fora Ponta
4712;19/02/2018 - 01:45;89,35499999;31,81499999;0;0,94206706;Fora Ponta
4711;19/02/2018 - 01:30;92,085;32,76;0;0,94215439;Fora Ponta
4710;19/02/2018 - 01:15;99,54;33,18;0;0,94868329;Fora Ponta
4709;19/02/2018 - 01:00;104,79;35,175;0;0,94801625;Fora Ponta
4708;19/02/2018 - 00:45;99,225;36,855;0;0,93742527;Fora Ponta
4707;19/02/2018 - 00:30;98,385;34,86;0;0,94258105;Fora Ponta
4706;19/02/2018 - 00:15;97,23;34,86;0;0,94132721;Fora Ponta
4705;19/02/2018 - 00:00;97,85999999;34,965;0;0,94169618;Fora Ponta
4704;18/02/2018 - 23:45;97,44;34,965;0;0,94123601;Fora Ponta
4703;18/02/2018 - 23:30;100,695;33,81;0;0,94798906;Fora Ponta
4702;18/02/2018 - 23:15;99,74999999;34,44;0;0,94524602;Fora Ponta
4701;18/02/2018 - 23:00;100,59;36,435;0;0,9402225;Fora Ponta
4700;18/02/2018 - 22:45;104,475;38,32499999;0;0,93882547;Fora Ponta
4699;18/02/2018 - 22:30;102,795;36,015;0;0,9437531;Fora Ponta
4698;18/02/2018 - 22:15;107,52;38,745;0;0,94078195;Fora Ponta
4697;18/02/2018 - 22:00;109,2;37,695;0;0,94526668;Fora Ponta
4696;18/02/2018 - 21:45;111,51;37,38;0;0,94814626;Fora Ponta
4695;18/02/2018 - 21:30;114,345;37,58999999;0;0,94998369;Fora Ponta
4694;18/02/2018 - 21:15;107,1;35,595;0;0,94896203;Fora Ponta
4693;18/02/2018 - 21:00;109,935;38,535;0;0,94370368;Fora Ponta
4692;18/02/2018 - 20:45;110,25;39,26999999;0;0,94202574;Fora Ponta
4691;18/02/2018 - 20:30;110,88;40,00499999;0;0,94064871;Fora Ponta
4690;18/02/2018 - 20:15;108,99;39,165;0;0,94108373;Fora Ponta
4689;18/02/2018 - 20:00;110,67;38,01;0;0,94577277;Fora Ponta
4688;18/02/2018 - 19:45;111,825;37,905;0;0,94707046;Fora Ponta
4687;18/02/2018 - 19:30;108,255;36,33;0;0,94803766;Fora Ponta
4686;18/02/2018 - 19:15;110,04;37,485;0;0,94658539;Fora Ponta
4685;18/02/2018 - 19:00;112,14;37,695;0;0,94788149;Fora Ponta
4684;18/02/2018 - 18:45;112,35;36,96;0;0,94991885;Fora Ponta
4683;18/02/2018 - 18:30;115,29;38,01;0;0,94971612;Fora Ponta
4682;18/02/2018 - 18:15;115,815;38,64;0;0,94859726;Fora Ponta
4681;18/02/2018 - 18:00;114,555;39,795;0;0,94462521;Fora Ponta
4680;18/02/2018 - 17:45;116,55;40,635;0;0,94425554;Fora Ponta
4679;18/02/2018 - 17:30;115,71;40,635;0;0,94351078;Fora Ponta
4678;18/02/2018 - 17:15;115,08;40,845;0;0,94240151;Fora Ponta
4677;18/02/2018 - 17:00;126;44,31;0;0,94336707;Fora Ponta
4676;18/02/2018 - 16:45;125,475;43,575;0;0,94465665;Fora Ponta
4675;18/02/2018 - 16:30;123,27;43,68;0;0,94257457;Fora Ponta
4674;18/02/2018 - 16:15;124,32;43,785;0;0,94321073;Fora Ponta
4673;18/02/2018 - 16:00;122,43;43,155;0;0,94312465;Fora Ponta
4672;18/02/2018 - 15:45;127,575;43,785;0;0,94584354;Fora Ponta
4671;18/02/2018 - 15:30;128,52;43,36499999;0;0,94751573;Fora Ponta
4670;18/02/2018 - 15:15;128,835;41,685;0;0,95143783;Fora Ponta
4669;18/02/2018 - 15:00;137,445;46,095;0;0,94810226;Fora Ponta
4668;18/02/2018 - 14:45;133,98;45,46499999;0;0,94696257;Fora Ponta
4667;18/02/2018 - 14:30;135,45;46,935;0;0,94488152;Fora Ponta
4666;18/02/2018 - 14:15;135,24;46,935;0;0,94472415;Fora Ponta
4665;18/02/2018 - 14:00;135,765;47,14499999;0;0,94466423;Fora Ponta
4664;18/02/2018 - 13:45;135,66;46,19999999;0;0,94661185;Fora Ponta
4663;18/02/2018 - 13:30;128,73;44,31;0;0,94555315;Fora Ponta
4662;18/02/2018 - 13:15;129,045;44,30999999;0;0,94579744;Fora Ponta
4661;18/02/2018 - 13:00;129,255;44,31;0;0,94595941;Fora Ponta
4660;18/02/2018 - 12:45;126,21;42,735;0;0,94717546;Fora Ponta
4659;18/02/2018 - 12:30;124,215;40,74;0;0,95019835;Fora Ponta
4658;18/02/2018 - 12:15;128,205;42,315;0;0,94961244;Fora Ponta
4657;18/02/2018 - 12:00;123,48;42;0;0,94673348;Fora Ponta
4656;18/02/2018 - 11:45;126,945;43,785;0;0,94534805;Fora Ponta
4655;18/02/2018 - 11:30;131,88;45,36;0;0,94562872;Fora Ponta
4654;18/02/2018 - 11:15;133,035;46,62;0;0,94373054;Fora Ponta
4653;18/02/2018 - 11:00;129,045;44,835;0;0,94461079;Fora Ponta
4652;18/02/2018 - 10:45;131,67;45,045;0;0,94616398;Fora Ponta
4651;18/02/2018 - 10:30;127,05;43,47;0;0,94615138;Fora Ponta
4650;18/02/2018 - 10:15;126,945;42;0;0,94938766;Fora Ponta
4649;18/02/2018 - 10:00;127,785;44,51999999;0;0,94432918;Fora Ponta
4648;18/02/2018 - 09:45;125,79;44,205;0;0,94344016;Fora Ponta
4647;18/02/2018 - 09:30;132,405;46,305;0;0,94394001;Fora Ponta
4646;18/02/2018 - 09:15;132,93;46,095;0;0,94480848;Fora Ponta
4645;18/02/2018 - 09:00;124,005;43,89;0;0,94269523;Fora Ponta
4644;18/02/2018 - 08:45;127,575;45,25499999;0;0,94245928;Fora Ponta
4643;18/02/2018 - 08:30;128,835;44,94;0;0,94420574;Fora Ponta
4642;18/02/2018 - 08:15;126,42;45,675;0;0,94049843;Fora Ponta
4641;18/02/2018 - 08:00;121,275;44,1;0;0,93979342;Fora Ponta
4640;18/02/2018 - 07:45;116,865;41,89499999;0;0,9413394;Fora Ponta
4639;18/02/2018 - 07:30;115,185;40,845;0;0,9424976;Fora Ponta
4638;18/02/2018 - 07:15;113,61;40,74;0;0,94130811;Fora Ponta
4637;18/02/2018 - 07:00;110,145;40,21499999;0;0,93934816;Fora Ponta
4636;18/02/2018 - 06:45;103,74;36,54;0;0,94320163;Fora Ponta
4635;18/02/2018 - 06:30;99,96;36,75;0;0,93857855;Fora Ponta
4634;18/02/2018 - 06:15;101,22;38,955;0;0,93327073;Fora Ponta
4633;18/02/2018 - 06:00;98,49;36,855;0;0,93657514;Fora Ponta
4632;18/02/2018 - 05:45;99,74999999;37,485;0;0,93608598;Fora Ponta
4631;18/02/2018 - 05:30;97,125;36,22499999;0;0,9369521;Fora Ponta
4630;18/02/2018 - 05:15;99,75;37,37999999;0;0,93641016;Fora Ponta
4629;18/02/2018 - 05:00;98,07;33,915;0;0,94508227;Fora Ponta
4628;18/02/2018 - 04:45;95,54999999;34,545;0;0,94042544;Fora Ponta
4627;18/02/2018 - 04:30;94,60499999;33,59999999;0;0,94233201;Fora Ponta
4626;18/02/2018 - 04:15;93,66;33,39;0;0,94193288;Fora Ponta
4625;18/02/2018 - 04:00;95,23499999;34,33499999;0;0,94072864;Fora Ponta
4624;18/02/2018 - 03:45;97,65;33,6;0;0,94558887;Fora Ponta
4623;18/02/2018 - 03:30;98,38499999;35,7;0;0,94002753;Fora Ponta
4622;18/02/2018 - 03:15;95,97;33,915;0;0,94285694;Fora Ponta
4621;18/02/2018 - 03:00;96,075;34,335;0;0,94167203;Fora Ponta
4620;18/02/2018 - 02:45;100,695;35,595;0;0,94282686;Fora Ponta
4619;18/02/2018 - 02:30;98,7;34,23;0;0,94479471;Fora Ponta
4618;18/02/2018 - 02:15;101,325;35,91;0;0,94255676;Fora Ponta
4617;18/02/2018 - 02:00;99,85499999;34,65;0;0,94473777;Fora Ponta
